operon_seral_number	operon_start_site	operon_end_site	operon_direction	AS_transcript_start	AS_transcript_end	AS_transcript_direction	number_of_cluster_tss_of_AS	AS_3end_information	AS_length
operon_1169	2137417	2138134	-	2137991	2138133	+	1	end_in_gene	143
operon_1170	2138351	2139694	-	2138221	2138636	+	1	end_in_gene	416
operon_1174	2143692	2144891	-	2143544	2143856	+	2	end_in_gene	313
operon_1174	2143692	2144891	-	2144446	2144794	+	1	end_in_gene	349
operon_1176	2145265	2146841	-	2144947	2145361	+	1	end_in_gene	415
operon_1176	2145265	2146841	-	2145901	2146243	+	1	end_in_gene	343
operon_1177	2146851	2148405	-	2146961	2147221	+	1	end_in_gene	261
operon_1177	2146851	2148405	-	2147659	2148175	+	2	end_in_gene	517
operon_1179	2148971	2150281	-	2147675	2148175	+	1	end_in_gene	501
operon_1178	2147675	2149003	+	2147972	2148405	-	1	end_in_gene	434
operon_1179	2148971	2150281	-	2149026	2149720	+	1	end_in_gene	695
operon_1184	2156611	2158089	-	2156609	2156726	+	1	end_in_gene	118
operon_1187	2159960	2160300	-	2159198	2159702	+	1	end_in_gene	505
operon_1188	2160434	2162929	+	2160643	2160982	-	2	end_in_gene	340
operon_1189	2162779	2171577	-	2166718	2167116	+	1	end_in_gene	399
operon_1189	2162779	2171577	-	2168349	2169026	+	2	end_in_gene	678
operon_1191	2172503	2173802	-	2171669	2172246	+	1	end_in_gene	578
operon_1191	2172503	2173802	-	2173157	2173565	+	1	end_in_gene	409
operon_1192	2174073	2175230	+	2175000	2175212	-	1	end_in_gene	213
operon_1194	2176530	2176995	-	2175240	2175820	+	1	end_in_gene	581
operon_1193	2175240	2176547	+	2175808	2176357	-	1	end_in_gene	550
operon_1194	2176530	2176995	-	2176383	2176811	+	1	end_in_gene	429
operon_1196	2178966	2179499	-	2177094	2177585	+	1	end_in_gene	492
operon_1196	2178966	2179499	-	2178857	2179200	+	1	end_in_gene	344
operon_1198	2180463	2181914	-	2179680	2180127	+	1	end_in_gene	448
operon_1198	2180463	2181914	-	2180141	2180455	+	1	end_in_gene	315
operon_1201	2183886	2187166	-	2183379	2184063	+	1	end_in_gene	685
operon_1202	2187330	2193614	+	2190011	2190270	-	1	end_in_gene	260
operon_1207	2197370	2197967	-	2195996	2196556	+	1	end_in_gene	561
operon_1207	2197370	2197967	-	2197695	2197967	+	1	end_coding_next_gene	273
operon_1209	2198442	2200494	-	2198646	2199017	+	1	end_in_gene	372
operon_1209	2198442	2200494	-	2199469	2199591	+	1	end_in_gene	123
operon_1211	2201266	2201751	-	2201254	2201631	+	1	end_in_gene	378
operon_1212	2201284	2203015	+	2201284	2201318	-	1	end_coding_next_gene	35
operon_1212	2201284	2203015	+	2201744	2202118	-	1	end_in_gene	375
operon_1212	2201284	2203015	+	2202549	2202955	-	1	end_in_gene	407
operon_1213	2203146	2204234	-	2203084	2203555	+	1	end_in_gene	472
operon_1214	2204219	2204863	+	2204219	2204234	-	1	end_coding_next_gene	16
operon_1215	2204723	2205556	-	2204377	2205194	+	1	end_in_gene	818
operon_1214	2204219	2204863	+	2204400	2204783	-	1	end_in_gene	384
operon_1217	2207622	2218822	+	2217493	2217795	-	1	end_in_gene	303
operon_1217	2207622	2218822	+	2218078	2218414	-	1	end_in_gene	337
operon_1221	2221774	2224159	-	2222366	2222768	+	1	end_in_gene	403
operon_1221	2221774	2224159	-	2223564	2224085	+	2	end_in_gene	522
operon_1223	2225344	2226111	-	2225354	2225974	+	2	end_in_gene	621
operon_1227	2228924	2229947	-	2228684	2229279	+	1	end_in_gene	596
operon_1228	2230018	2230897	+	2230266	2230610	-	1	end_in_gene	345
operon_1229	2231034	2231650	+	2231042	2231446	-	2	end_in_gene	405
operon_1230	2231660	2232737	+	2231979	2232496	-	1	end_in_gene	518
operon_1231	2232237	2233677	-	2232283	2232642	+	1	end_in_gene	360
operon_1231	2232237	2233677	-	2232686	2233066	+	1	end_in_gene	381
operon_1232	2233682	2237994	-	2233696	2234135	+	1	end_in_gene	440
operon_1232	2233682	2237994	-	2236195	2236470	+	1	end_in_gene	276
operon_1232	2233682	2237994	-	2236979	2237483	+	1	end_in_gene	505
operon_1235	2242894	2243756	-	2240130	2240590	+	1	end_in_gene	461
operon_1235	2242894	2243756	-	2241859	2242259	+	1	end_in_gene	401
operon_1234	2238989	2242943	+	2241984	2242342	-	1	end_in_gene	359
operon_1235	2242894	2243756	-	2242966	2243382	+	1	end_in_gene	417
operon_1235	2242894	2243756	-	2243526	2243957	+	1	end_as_asRNA_for_next_operon	432
operon_1238	2248460	2254141	-	2245291	2245814	+	1	end_in_gene	524
operon_1237	2245291	2248561	+	2246992	2247439	-	2	end_in_gene	448
operon_1238	2248460	2254141	-	2247674	2247895	+	1	end_in_gene	222
operon_1237	2245291	2248561	+	2247677	2247842	-	1	end_in_gene	166
operon_1238	2248460	2254141	-	2251245	2251447	+	1	end_in_gene	203
operon_1239	2252010	2256082	+	2252024	2252550	-	2	end_in_gene	527
operon_1240	2256003	2256434	-	2252034	2252263	+	1	end_in_gene	230
operon_1239	2252010	2256082	+	2253728	2254141	-	1	end_in_gene	414
operon_1241	2256444	2257950	-	2256619	2257024	+	1	end_in_gene	406
operon_1243	2258689	2259308	-	2258053	2258583	+	1	end_in_gene	531
operon_1245	2261706	2263082	-	2259342	2259940	+	2	end_in_gene	599
operon_1244	2259334	2261814	+	2259842	2260170	-	1	end_in_gene	329
operon_1244	2259334	2261814	+	2261405	2261782	-	1	end_in_gene	378
operon_1246	2263398	2266419	+	2264314	2264675	-	1	end_in_gene	362
operon_1247	2266423	2267512	-	2265078	2265715	+	3	end_in_gene	638
operon_1247	2266423	2267512	-	2267117	2267530	+	1	end_as_asRNA_for_next_operon	414
operon_1249	2270260	2278970	-	2270462	2270948	+	1	end_in_gene	487
operon_1249	2270260	2278970	-	2277659	2277991	+	1	end_in_gene	333
operon_1250	2279113	2280238	+	2279113	2279477	-	1	end_coding_next_gene	365
operon_1251	2280142	2281091	-	2279672	2280002	+	1	end_in_gene	331
operon_1252	2281301	2282745	+	2281322	2281757	-	1	end_in_gene	436
operon_1254	2283732	2289254	-	2286138	2286294	+	1	end_in_gene	157
operon_1254	2283732	2289254	-	2288955	2289249	+	1	end_in_gene	295
operon_1257	2291943	2307205	-	2291277	2291738	+	1	end_in_gene	462
operon_1257	2291943	2307205	-	2292339	2292691	+	1	end_in_gene	353
operon_1257	2291943	2307205	-	2294023	2294320	+	1	end_in_gene	298
operon_1257	2291943	2307205	-	2300455	2300759	+	1	end_in_gene	305
operon_1257	2291943	2307205	-	2307027	2307357	+	1	end_as_asRNA_for_next_operon	331
operon_1260	2308174	2313060	-	2311616	2311845	+	1	end_in_gene	230
operon_1262	2313856	2315121	-	2313133	2313915	+	1	end_in_gene	783
operon_1261	2313133	2314085	+	2313768	2313944	-	1	end_in_gene	177
operon_1264	2316698	2317095	-	2315475	2315778	+	1	end_in_gene	304
operon_1265	2317105	2320761	-	2319464	2319800	+	1	end_in_gene	337
operon_1266	2320839	2321449	+	2321060	2321433	-	1	end_in_gene	374
operon_1269	2324719	2326392	-	2322560	2323019	+	1	end_in_gene	460
operon_1272	2327519	2330971	-	2326952	2327371	+	1	end_in_gene	420
operon_1272	2327519	2330971	-	2327599	2327853	+	1	end_in_gene	255
operon_1272	2327519	2330971	-	2328888	2329206	+	1	end_in_gene	319
operon_1272	2327519	2330971	-	2329926	2330297	+	1	end_in_gene	372
operon_1274	2331424	2334602	-	2331005	2331548	+	1	end_in_gene	544
operon_1276	2335048	2337156	+	2336714	2337078	-	1	end_in_gene	365
operon_1277	2337166	2338063	+	2337259	2337752	-	2	end_in_gene	494
operon_1277	2337166	2338063	+	2337948	2338000	-	1	end_in_gene	53
operon_1278	2337887	2338605	-	2338193	2338605	+	1	end_coding_next_gene	413
operon_1280	2339450	2344326	+	2340593	2340899	-	2	end_in_gene	307
operon_1286	2353337	2356687	-	2355968	2356679	+	1	end_in_gene	712
operon_1288	2358397	2360162	+	2358397	2358493	-	1	end_coding_next_gene	97
operon_1288	2358397	2360162	+	2359334	2359823	-	1	end_in_gene	490
operon_1290	2364125	2364789	-	2362029	2362350	+	1	end_in_gene	322
operon_1291	2364807	2366945	+	2364999	2365377	-	1	end_in_gene	379
operon_1292	2366955	2368952	+	2368067	2368455	-	2	end_in_gene	389
operon_1293	2368783	2370865	-	2368216	2368879	+	1	end_in_gene	664
operon_1292	2366955	2368952	+	2368570	2368811	-	1	end_in_gene	242
operon_1293	2368783	2370865	-	2369126	2369251	+	1	end_in_gene	126
operon_1293	2368783	2370865	-	2369330	2369436	+	1	end_in_gene	107
operon_1293	2368783	2370865	-	2370439	2370869	+	1	end_as_asRNA_for_next_operon	431
operon_1294	2370875	2372577	-	2370884	2371005	+	1	end_in_gene	122
operon_1294	2370875	2372577	-	2371708	2372024	+	1	end_in_gene	317
operon_1297	2374475	2376337	-	2373842	2374286	+	1	end_in_gene	445
operon_1296	2373842	2374459	+	2373968	2374391	-	3	end_in_gene	424
operon_1297	2374475	2376337	-	2374370	2374572	+	1	end_in_gene	203
operon_1297	2374475	2376337	-	2376092	2376337	+	1	end_coding_next_gene	246
operon_1301	2379240	2379782	-	2378394	2378839	+	1	end_in_gene	446
operon_1303	2381052	2382487	+	2381082	2381398	-	1	end_in_gene	317
operon_1306	2387189	2388394	-	2386301	2386741	+	1	end_in_gene	441
operon_1307	2388520	2390306	+	2389558	2390139	-	2	end_in_gene	582
operon_1308	2390306	2391199	-	2389922	2390546	+	1	end_in_gene	625
operon_1309	2391209	2393325	-	2392004	2392405	+	2	end_in_gene	402
operon_1311	2393659	2395248	-	2393419	2393820	+	1	end_in_gene	402
operon_1311	2393659	2395248	-	2394399	2394485	+	1	end_in_gene	87
operon_1311	2393659	2395248	-	2395074	2395417	+	1	end_as_asRNA_for_next_operon	344
operon_1312	2395258	2397323	-	2397253	2397593	+	1	end_as_asRNA_for_next_operon	341
operon_1315	2399811	2401735	-	2400381	2400904	+	1	end_in_gene	524
operon_1317	2402095	2402727	-	2402654	2403047	+	1	end_as_asRNA_for_next_operon	394
operon_1319	2404053	2404556	-	2403173	2403660	+	2	end_in_gene	488
operon_1322	2406859	2409635	-	2406850	2407074	+	1	end_in_gene	225
operon_1322	2406859	2409635	-	2409615	2410045	+	1	end_as_asRNA_for_next_operon	431
operon_1326	2424865	2429903	-	2425263	2426168	+	2	end_in_gene	906
operon_1326	2424865	2429903	-	2427191	2427550	+	1	end_in_gene	360
operon_1327	2429913	2432050	-	2430491	2430777	+	1	end_in_gene	287
operon_1327	2429913	2432050	-	2432008	2432573	+	1	end_as_asRNA_for_next_operon	566
operon_1328	2432243	2432907	+	2432408	2432844	-	1	end_in_gene	437
operon_1329	2432917	2433629	+	2433284	2433483	-	1	end_in_gene	200
operon_1330	2433652	2434664	-	2434219	2434656	+	2	end_in_gene	438
operon_1331	2434784	2437444	+	2435018	2435444	-	1	end_in_gene	427
operon_1332	2437477	2437858	-	2435556	2435907	+	1	end_in_gene	352
operon_1332	2437477	2437858	-	2436748	2437087	+	1	end_in_gene	340
operon_1332	2437477	2437858	-	2437643	2437858	+	1	end_coding_next_gene	216
operon_1334	2439158	2441728	-	2437949	2438346	+	1	end_in_gene	398
operon_1333	2437913	2439280	+	2438001	2438385	-	1	end_in_gene	385
operon_1334	2439158	2441728	-	2439284	2439569	+	1	end_in_gene	286
operon_1335	2441738	2443222	-	2442029	2442288	+	1	end_in_gene	260
operon_1339	2446065	2447608	-	2446291	2446496	+	1	end_in_gene	206
operon_1339	2446065	2447608	-	2446597	2446905	+	1	end_in_gene	309
operon_1339	2446065	2447608	-	2447440	2447663	+	1	end_as_asRNA_for_next_operon	224
operon_1341	2448119	2449991	+	2449022	2449450	-	2	end_in_gene	429
operon_1342	2449980	2453333	-	2450050	2450364	+	1	end_in_gene	315
operon_1342	2449980	2453333	-	2451052	2451437	+	1	end_in_gene	386
operon_1345	2455774	2456752	-	2453851	2454252	+	1	end_in_gene	402
operon_1347	2461358	2463150	-	2456909	2457382	+	1	end_in_gene	474
operon_1346	2456909	2461481	+	2458980	2459301	-	1	end_in_gene	322
operon_1346	2456909	2461481	+	2459945	2460328	-	1	end_in_gene	384
operon_1347	2461358	2463150	-	2462385	2462650	+	1	end_in_gene	266
operon_1348	2463160	2464844	-	2463275	2463590	+	1	end_in_gene	316
operon_1348	2463160	2464844	-	2464369	2464660	+	1	end_in_gene	292
operon_1350	2466973	2468072	-	2466109	2466467	+	1	end_in_gene	359
operon_1349	2465003	2467051	+	2466271	2466661	-	1	end_in_gene	391
operon_1351	2468148	2468929	+	2468148	2468508	-	1	end_coding_next_gene	361
operon_1352	2468941	2469391	-	2468526	2468901	+	1	end_in_gene	376
operon_1352	2468941	2469391	-	2468942	2469181	+	1	end_in_gene	240
operon_1353	2469401	2470471	-	2469740	2469883	+	1	end_in_gene	144
operon_1354	2470630	2473278	+	2470984	2471366	-	1	end_in_gene	383
operon_1355	2473288	2474862	+	2472914	2473398	-	1	end_as_asRNA_for_next_operon	485
operon_1355	2473288	2474862	+	2473680	2474058	-	1	end_in_gene	379
operon_1355	2473288	2474862	+	2474364	2474678	-	1	end_in_gene	315
operon_1356	2474956	2475981	-	2475877	2476212	+	1	end_as_asRNA_for_next_operon	336
operon_1360	2479903	2481749	-	2478346	2478752	+	1	end_in_gene	407
operon_1359	2478346	2479921	+	2478398	2478714	-	1	end_in_gene	317
operon_1360	2479903	2481749	-	2479721	2479961	+	1	end_in_gene	241
operon_1360	2479903	2481749	-	2480507	2480799	+	1	end_in_gene	293
operon_1362	2484592	2485271	+	2484791	2485104	-	1	end_in_gene	314
operon_1363	2485281	2486230	+	2485873	2486233	-	2	end_in_gene	361
operon_1365	2487005	2488357	-	2487481	2488231	+	5	end_in_gene	751
operon_1367	2489159	2492357	-	2489982	2490296	+	1	end_in_gene	315
operon_1369	2493762	2497025	-	2496028	2496289	+	1	end_in_gene	262
operon_1370	2497686	2498777	+	2498014	2498378	-	1	end_in_gene	365
operon_1371	2498787	2500833	+	2500388	2500823	-	1	end_in_gene	436
operon_1373	2501650	2505663	-	2505659	2506038	+	1	end_as_asRNA_for_next_operon	380
operon_1375	2506286	2508432	+	2506286	2506712	-	1	end_coding_next_gene	427
operon_1376	2508470	2509383	-	2506436	2506912	+	1	end_in_gene	477
operon_1375	2506286	2508432	+	2507010	2507346	-	1	end_in_gene	337
operon_1378	2510274	2510552	-	2510021	2510416	+	2	end_in_gene	396
operon_1380	2511669	2512292	-	2512171	2512292	+	1	end_coding_next_gene	122
operon_1381	2512406	2516784	+	2516111	2516416	-	1	end_in_gene	306
operon_1381	2512406	2516784	+	2516427	2516682	-	1	end_in_gene	256
operon_1382	2516794	2523242	+	2517369	2517747	-	1	end_in_gene	379
operon_1383	2523193	2525365	-	2517994	2518952	+	1	end_in_gene	959
operon_1382	2516794	2523242	+	2520224	2520703	-	1	end_in_gene	480
operon_1383	2523193	2525365	-	2520589	2521183	+	1	end_in_gene	595
operon_1385	2528507	2529184	-	2526850	2527135	+	1	end_in_gene	286
operon_1390	2533985	2535564	-	2532255	2532776	+	1	end_in_gene	522
operon_1392	2536614	2538668	-	2536154	2536789	+	1	end_in_gene	636
operon_1392	2536614	2538668	-	2538319	2538569	+	1	end_in_gene	251
operon_1395	2541410	2544631	-	2540659	2540961	+	1	end_in_gene	303
operon_1395	2541410	2544631	-	2542472	2542930	+	1	end_in_gene	459
operon_1395	2541410	2544631	-	2544391	2544709	+	1	end_as_asRNA_for_next_operon	319
operon_1397	2545295	2546488	+	2545326	2545596	-	1	end_in_gene	271
operon_1398	2546451	2547097	-	2546800	2547215	+	1	end_as_asRNA_for_next_operon	416
operon_1400	2548959	2550039	-	2548958	2549214	+	1	end_in_gene	257
operon_1400	2548959	2550039	-	2549950	2550039	+	1	end_coding_next_gene	90
operon_1401	2550075	2551519	+	2550672	2551013	-	1	end_in_gene	342
operon_1401	2550075	2551519	+	2551193	2551460	-	1	end_in_gene	268
operon_1403	2554877	2555886	-	2552320	2552883	+	1	end_in_gene	564
operon_1403	2554877	2555886	-	2553202	2553414	+	1	end_in_gene	213
operon_1403	2554877	2555886	-	2554523	2554913	+	1	end_in_gene	391
operon_1406	2557483	2558877	+	2557363	2557733	-	1	end_as_asRNA_for_next_operon	371
operon_1407	2558830	2560699	-	2557483	2557960	+	1	end_in_gene	478
operon_1408	2559713	2561476	+	2559717	2560000	-	1	end_in_gene	284
operon_1407	2558830	2560699	-	2559749	2560105	+	1	end_in_gene	357
operon_1408	2559713	2561476	+	2560286	2560699	-	1	end_in_gene	414
operon_1409	2561486	2562551	+	2562006	2562188	-	1	end_in_gene	183
operon_1410	2562561	2562952	+	2562452	2562753	-	1	end_as_asRNA_for_next_operon	302
operon_1411	2562962	2564029	+	2563154	2563538	-	2	end_in_gene	385
operon_1412	2564048	2565123	-	2563817	2564169	+	1	end_in_gene	353
operon_1412	2564048	2565123	-	2564282	2564739	+	1	end_in_gene	458
operon_1412	2564048	2565123	-	2564775	2564874	+	1	end_in_gene	100
operon_1414	2566776	2568100	+	2567513	2567852	-	1	end_in_gene	340
operon_1415	2568110	2569082	+	2567850	2568239	-	2	end_as_asRNA_for_next_operon	390
operon_1417	2570073	2572037	-	2569092	2569609	+	1	end_in_gene	518
operon_1418	2572047	2573018	-	2572292	2572794	+	1	end_in_gene	503
operon_1423	2577942	2579186	-	2575819	2576160	+	1	end_in_gene	342
operon_1422	2575819	2577851	+	2576316	2576741	-	1	end_in_gene	426
operon_1426	2581766	2582037	-	2580429	2580754	+	1	end_in_gene	326
operon_1426	2581766	2582037	-	2581079	2581594	+	1	end_in_gene	516
operon_1425	2580429	2581764	+	2581293	2581576	-	1	end_in_gene	284
operon_1426	2581766	2582037	-	2581750	2581980	+	1	end_in_gene	231
operon_1427	2582047	2582654	-	2582193	2582419	+	1	end_in_gene	227
operon_1428	2583055	2584914	+	2584385	2584646	-	1	end_in_gene	262
operon_1429	2584775	2585916	-	2584434	2584820	+	2	end_in_gene	387
operon_1428	2583055	2584914	+	2584704	2585012	-	2	end_in_gene	309
operon_1430	2585926	2587311	-	2586632	2586901	+	1	end_in_gene	270
operon_1433	2591860	2594952	-	2590858	2591168	+	1	end_in_gene	311
operon_1433	2591860	2594952	-	2592915	2593226	+	1	end_in_gene	312
operon_1434	2594962	2596279	-	2596037	2596273	+	1	end_in_gene	237
operon_1438	2600692	2601914	+	2600234	2600706	-	1	end_as_asRNA_for_next_operon	473
operon_1437	2599998	2600682	+	2600251	2600680	-	1	end_in_gene	430
operon_1440	2603520	2604232	-	2603702	2604232	+	2	end_coding_next_gene	531
operon_1442	2606774	2608368	-	2604329	2604636	+	1	end_in_gene	308
operon_1441	2604329	2606708	+	2604427	2604743	-	1	end_in_gene	317
operon_1442	2606774	2608368	-	2604683	2605681	+	2	end_in_gene	999
operon_1442	2606774	2608368	-	2607021	2607420	+	1	end_in_gene	400
operon_1443	2608536	2610622	+	2608536	2608923	-	1	end_coding_next_gene	388
operon_1443	2608536	2610622	+	2608939	2609209	-	1	end_in_gene	271
operon_1443	2608536	2610622	+	2609444	2609688	-	1	end_in_gene	245
operon_1444	2610793	2611869	+	2610867	2611514	-	1	end_in_gene	648
operon_1448	2617601	2618981	-	2617447	2617754	+	1	end_in_gene	308
operon_1448	2617601	2618981	-	2617764	2618062	+	1	end_in_gene	299
operon_1448	2617601	2618981	-	2618919	2619280	+	1	end_as_asRNA_for_next_operon	362
operon_1453	2622472	2623764	-	2622722	2623006	+	1	end_in_gene	285
operon_1455	2625823	2626205	-	2623831	2624236	+	1	end_in_gene	406
operon_1454	2623831	2625888	+	2624431	2624947	-	1	end_in_gene	517
operon_1455	2625823	2626205	-	2625687	2626191	+	3	end_in_gene	505
operon_1457	2627066	2630388	-	2628056	2628491	+	1	end_in_gene	436
operon_1458	2630398	2634180	-	2630411	2630981	+	2	end_in_gene	571
operon_1458	2630398	2634180	-	2631393	2631898	+	1	end_in_gene	506
operon_1458	2630398	2634180	-	2632156	2632869	+	1	end_in_gene	714
operon_1461	2637392	2639562	-	2635638	2636034	+	1	end_in_gene	397
operon_1460	2635638	2637136	+	2636205	2636576	-	1	end_in_gene	372
operon_1460	2635638	2637136	+	2636975	2637330	-	1	end_in_gene	356
operon_1461	2637392	2639562	-	2637481	2637827	+	1	end_in_gene	347
operon_1462	2639572	2641128	-	2640298	2640638	+	1	end_in_gene	341
operon_1462	2639572	2641128	-	2641043	2641128	+	1	end_coding_next_gene	86
operon_1463	2641206	2642150	+	2641206	2641611	-	1	end_coding_next_gene	406
operon_1464	2642062	2643976	-	2642436	2642854	+	1	end_in_gene	419
operon_1464	2642062	2643976	-	2643269	2643321	+	1	end_in_gene	53
operon_1467	2645794	2650046	-	2644330	2644726	+	1	end_in_gene	397
operon_1467	2645794	2650046	-	2645262	2645540	+	2	end_in_gene	279
operon_1467	2645794	2650046	-	2648918	2649200	+	1	end_in_gene	283
operon_1470	2651962	2655140	-	2654205	2654588	+	1	end_in_gene	384
operon_1471	2655231	2655609	+	2655231	2655268	-	1	end_coding_next_gene	38
operon_1473	2656176	2660329	-	2659603	2659965	+	1	end_in_gene	363
operon_1474	2660339	2664812	-	2664443	2664655	+	1	end_in_gene	213
operon_1476	2675848	2678653	+	2675848	2675883	-	2	end_coding_next_gene	36
operon_1477	2678669	2680022	-	2677475	2677981	+	2	end_in_gene	507
operon_1478	2680344	2682015	+	2680505	2681034	-	1	end_in_gene	530
operon_1478	2680344	2682015	+	2681109	2681474	-	1	end_in_gene	366
operon_1480	2683207	2684325	-	2683867	2684307	+	2	end_in_gene	441
operon_1482	2687859	2692166	+	2688761	2689170	-	1	end_in_gene	410
operon_1484	2693904	2697924	-	2692734	2692864	+	1	end_in_gene	131
operon_1484	2693904	2697924	-	2695867	2696369	+	1	end_in_gene	503
operon_1484	2693904	2697924	-	2697673	2697979	+	1	end_as_asRNA_for_next_operon	307
operon_1485	2697738	2698042	+	2697738	2697924	-	1	end_coding_next_gene	187
operon_1486	2698077	2698853	-	2698425	2698853	+	1	end_coding_next_gene	429
operon_1487	2698425	2700524	+	2698429	2698853	-	1	end_in_gene	425
operon_1488	2700477	2703258	-	2699638	2700025	+	1	end_in_gene	388
operon_1488	2700477	2703258	-	2703246	2703717	+	1	end_as_asRNA_for_next_operon	472
operon_1491	2704707	2706494	+	2705618	2706041	-	1	end_in_gene	424
operon_1492	2706756	2709967	-	2706749	2707083	+	1	end_in_gene	335
operon_1492	2706756	2709967	-	2707187	2707239	+	1	end_in_gene	53
operon_1499	2716516	2718844	-	2717660	2717859	+	1	end_in_gene	200
operon_1500	2719093	2720776	+	2719093	2719165	-	1	end_coding_next_gene	73
operon_1501	2720663	2725487	-	2719607	2720191	+	1	end_in_gene	585
operon_1501	2720663	2725487	-	2720719	2721135	+	2	end_in_gene	417
operon_1501	2720663	2725487	-	2724609	2724956	+	2	end_in_gene	348
operon_1501	2720663	2725487	-	2725234	2725640	+	1	end_as_asRNA_for_next_operon	407
operon_1503	2726162	2727336	+	2726162	2726304	-	2	end_coding_next_gene	143
operon_1504	2727359	2728501	-	2727253	2727663	+	2	end_in_gene	411
operon_1504	2727359	2728501	-	2727927	2728227	+	1	end_in_gene	301
operon_1505	2728511	2731272	-	2728525	2728850	+	1	end_in_gene	326
operon_1505	2728511	2731272	-	2729799	2730378	+	2	end_in_gene	580
operon_1506	2731282	2732759	-	2731976	2732345	+	1	end_in_gene	370
operon_1507	2731976	2733660	+	2732111	2732486	-	2	end_in_gene	376
operon_1510	2736719	2737117	+	2736719	2736844	-	1	end_coding_next_gene	126
operon_1511	2737007	2740505	-	2737286	2737520	+	1	end_in_gene	235
operon_1512	2740684	2742123	+	2740984	2741329	-	1	end_in_gene	346
operon_1513	2742204	2745236	-	2741352	2741984	+	1	end_in_gene	633
operon_1513	2742204	2745236	-	2744427	2744731	+	1	end_in_gene	305
operon_1516	2750275	2752446	-	2751223	2751657	+	1	end_in_gene	435
operon_1517	2752272	2752848	+	2752444	2752760	-	1	end_in_gene	317
operon_1518	2752680	2756759	-	2752753	2753069	+	1	end_in_gene	317
operon_1518	2752680	2756759	-	2754260	2754675	+	1	end_in_gene	416
operon_1521	2760751	2762531	+	2760769	2761390	-	1	end_in_gene	622
operon_1522	2762400	2763817	-	2762019	2762310	+	1	end_in_gene	292
operon_1522	2762400	2763817	-	2763027	2763531	+	1	end_in_gene	505
operon_1523	2763827	2765560	-	2765517	2766139	+	1	end_as_asRNA_for_next_operon	623
operon_1525	2766859	2768160	-	2765573	2766042	+	1	end_in_gene	470
operon_1524	2765573	2766859	+	2765973	2766351	-	1	end_in_gene	379
operon_1525	2766859	2768160	-	2767181	2767392	+	1	end_in_gene	212
operon_1528	2771591	2772351	-	2768996	2769488	+	1	end_in_gene	493
operon_1528	2771591	2772351	-	2772257	2772732	+	1	end_as_asRNA_for_next_operon	476
operon_1531	2775293	2776316	+	2774641	2775589	-	1	end_as_asRNA_for_next_operon	949
operon_1530	2773178	2775283	+	2774654	2775255	-	1	end_in_gene	602
operon_1532	2776304	2784090	-	2775293	2775649	+	1	end_in_gene	357
operon_1532	2776304	2784090	-	2775698	2776132	+	1	end_in_gene	435
operon_1532	2776304	2784090	-	2782829	2783051	+	1	end_in_gene	223
operon_1534	2784698	2792602	-	2784990	2785331	+	1	end_in_gene	342
operon_1534	2784698	2792602	-	2786274	2786758	+	1	end_in_gene	485
operon_1535	2792612	2794082	-	2793688	2794029	+	1	end_in_gene	342
operon_1537	2795248	2806246	-	2794857	2795162	+	1	end_in_gene	306
operon_1537	2795248	2806246	-	2801118	2801423	+	1	end_in_gene	306
operon_1540	2808755	2812284	-	2808093	2808481	+	1	end_in_gene	389
operon_1543	2816998	2819925	-	2819230	2819566	+	1	end_in_gene	337
operon_1544	2819935	2821660	-	2820885	2821207	+	1	end_in_gene	323
operon_1544	2819935	2821660	-	2821295	2821347	+	1	end_in_gene	53
operon_1549	2825504	2827101	-	2824688	2825124	+	1	end_in_gene	437
operon_1551	2827949	2829813	-	2827167	2827658	+	1	end_in_gene	492
operon_1551	2827949	2829813	-	2827825	2827877	+	1	end_in_gene	53
operon_1551	2827949	2829813	-	2828030	2828082	+	1	end_in_gene	53
operon_1551	2827949	2829813	-	2828234	2828823	+	1	end_in_gene	590
operon_1551	2827949	2829813	-	2829807	2829813	+	1	end_coding_next_gene	7
operon_1553	2830696	2833766	-	2830036	2830450	+	1	end_in_gene	415
operon_1554	2833967	2835391	-	2834569	2834812	+	1	end_in_gene	244
operon_1554	2833967	2835391	-	2834900	2834952	+	1	end_in_gene	53
operon_1556	2837283	2837674	-	2835772	2836136	+	1	end_in_gene	365
operon_1555	2835490	2837388	+	2836287	2836671	-	1	end_in_gene	385
operon_1558	2838177	2849508	-	2837694	2838253	+	1	end_in_gene	560
operon_1559	2849719	2850586	-	2850129	2850503	+	2	end_in_gene	375
operon_1561	2851736	2852681	-	2851101	2851586	+	1	end_in_gene	486
operon_1561	2851736	2852681	-	2851764	2851988	+	1	end_in_gene	225
operon_1563	2854286	2854919	-	2853326	2853639	+	1	end_in_gene	314
operon_1564	2854929	2857835	-	2856117	2856540	+	1	end_in_gene	424
operon_1565	2857845	2859477	-	2857837	2858092	+	1	end_in_gene	256
operon_1568	2861164	2864422	-	2860462	2860975	+	1	end_in_gene	514
operon_1567	2860462	2861148	+	2860640	2861083	-	1	end_in_gene	444
operon_1568	2861164	2864422	-	2861948	2862316	+	1	end_in_gene	369
operon_1569	2864530	2868585	+	2865551	2865830	-	1	end_in_gene	280
operon_1569	2864530	2868585	+	2866275	2866838	-	3	end_in_gene	564
operon_1571	2869257	2869638	-	2868616	2869034	+	1	end_in_gene	419
