TR_name	start_site	direction	TR_type	End_of_primary_data	actual_end_of_primary_data	min_of_primary_data	max_of_primary_data	End_of_total_data	actual_End_of_total_data	min_of_total_data	max_of_total_data
TR_3846777	3846777	+	upstream_sense	3847300	3847279	3847238	3847290	3847340	3848001	3847330	3848615
TR_3847374	3847374	-	antisense_in_gene	3843374	3843384	3843384	3843384	3843374	3843384	3843384	3843384
TR_3847452	3847452	+	in_gene_sense	3848213	3848145	3848057	3848203	3848434	3848426	3848424	3848428
TR_3847813	3847813	-	antisense_in_gene	3847492	3847499	3847478	3847520	3847519	3846557	3843823	3847529
TR_3849457	3849457	-	upstream_sense	3847822	3848807	3848699	3849011	3847822	3848639	3848608	3848680
TR_3850503	3850503	+	down_stream_antisense	3851126	3851084	3851031	3851150	3850789	3851082	3850779	3851353
TR_3850839	3850839	-	sense_for_next	3849474	3850108	3849865	3850344	3849474	3849794	3849709	3849857
TR_3854156	3854156	-	sense_for_next	3853395	3853737	3853701	3853761	3853395	3853736	3853704	3853757
TR_3855003	3855003	-	upstream_sense	3854119	3854655	3854641	3854681	3854119	3854575	3854488	3854663
TR_3855233	3855233	-	sense_for_next	3855013	3855023	3855023	3855023	3855013	3854765	3854250	3855023
TR_3857069	3857069	-	leaderless_sense	3855195	3856524	3856404	3856627	3855195	3855250	3853917	3855816
TR_3857100	3857100	+	leaderless_sense	3857567	3857557	3857557	3857557	3857567	3857858	3857557	3858764
TR_3857577	3857577	+	leaderless_sense	3858419	3858161	3858032	3858277	3858586	3858628	3858547	3858763
TR_3858146	3858146	-	antisense_in_gene	3857391	3857411	3857386	3857435	3857382	3857385	3857338	3857442
TR_3859206	3859206	-	in_gene_sense	3858835	3858803	3858714	3858859	3858795	3858633	3858238	3858877
TR_3860132	3860132	-	in_gene_sense	3859705	3859715	3859645	3859759	3859752	3859703	3859646	3859762
TR_3861583	3861583	-	upstream_sense	3860204	3861156	3861119	3861192	0	0	0	0
TR_3862690	3862690	-	upstream_sense	3861650	3861793	3861642	3862051	3860204	3861381	3861240	3861522
TR_3863443	3863443	-	leaderless_sense	3862754	3862805	3862754	3862930	3863126	3862865	3862710	3863286
TR_3869284	3869284	+	sense_for_next	3869934	3869597	3869578	3869620	3869934	3869551	3869502	3869609
TR_3870999	3870999	-	antisense_in_gene	3870678	3870684	3870664	3870709	3870581	3870600	3870591	3870609
TR_3871271	3871271	-	antisense_for_next	3871009	3871019	3871019	3871019	3870721	3870820	3870511	3871019
TR_3872798	3872798	+	leaderless_sense	3873584	3873415	3873346	3873470	3873584	3873972	3873529	3874399
TR_3873030	3873030	-	antisense_in_gene	3872597	3872608	3872534	3872676	3872588	3872231	3871758	3872598
TR_3873616	3873616	+	upstream_sense	3874311	3874163	3874077	3874277	3874372	3874380	3874362	3874399
TR_3874419	3874419	+	upstream_sense	3876269	3874990	3874976	3875011	3876269	3875557	3875270	3875995
TR_3875027	3875027	+	in_gene_sense	3875501	3875493	3875422	3875571	0	0	0	0
TR_3877311	3877311	-	sense_for_next	3876231	3876890	3876875	3876922	0	0	0	0
TR_3877612	3877612	+	down_stream_antisense	3877611	3877601	3877601	3877601	3877611	3877601	3877601	3877601
TR_3877641	3877641	-	upstream_sense	3877069	3877331	3877331	3877331	3876231	3876730	3876539	3876864
TR_3880987	3880987	-	upstream_sense	3879875	3880277	3880233	3880362	3879875	3879875	3879783	3880009
TR_3881086	3881086	+	leaderless_sense	3881943	3881828	3881660	3881996	3882006	3882448	3881996	3883805
TR_3881264	3881264	-	antisense_in_gene	3880997	3881007	3881007	3881007	3880997	3881007	3881007	3881007
TR_3881680	3881680	+	sense_for_next	3882006	3881996	3881996	3881996	0	0	0	0
TR_3882016	3882016	+	leaderless_sense	3883011	3882790	3882660	3882877	3883621	3883603	3883243	3883827
TR_3882096	3882096	-	antisense_in_gene	3881676	3881650	3881364	3881797	3881825	3881700	3881513	3881835
TR_3883704	3883704	+	leaderless_sense	3885096	3884200	3884184	3884234	3884372	3884112	3884112	3884112
TR_3886459	3886459	-	sense_for_next	3885154	3885950	3885896	3886032	3885154	3885948	3885865	3886101
TR_3888364	3888364	-	in_gene_sense	3887909	3887930	3887919	3887958	3887981	3887675	3887286	3888030
TR_3888691	3888691	-	in_gene_sense	3888374	3888385	3888384	3888392	3888449	3888402	3888384	3888459
TR_3889549	3889549	+	leaderless_sense	3890259	3890212	3890174	3890249	3890268	3890292	3890249	3890370
TR_3892534	3892534	-	down_stream_antisense	3892127	3892141	3892116	3892179	3892153	3892111	3892070	3892163
TR_3892575	3892575	+	antisense_in_gene	3893260	3893254	3893219	3893314	3893253	3893303	3893242	3893396
TR_3894111	3894111	-	upstream_sense	3892550	3893532	3893463	3893605	3892550	3892815	3892124	3893420
TR_3894137	3894137	+	upstream_sense	3895786	3894938	3894777	3895255	3895786	3895904	3895612	3896060
TR_3894896	3894896	-	antisense_in_gene	3894629	3894653	3894631	3894683	3894715	3894634	3894447	3894725
TR_3894922	3894922	+	in_gene_sense	3895628	3895570	3895434	3895618	0	0	0	0
TR_3895858	3895858	+	upstream_sense	3899064	3896316	3896237	3896364	3899064	3896231	3896231	3896231
TR_3896843	3896843	+	in_gene_sense	3899525	3898121	3897129	3899670	3899869	3899901	3899840	3900043
TR_3897733	3897733	-	antisense_in_gene	3897318	3897307	3897278	3897363	3897405	3897310	3897191	3897415
TR_3900627	3900627	-	upstream_sense	3899088	3900179	3900097	3900212	3899088	3899959	3899486	3900252
TR_3901344	3901344	-	leaderless_sense	3900637	3900612	3900197	3900801	3900637	3900647	3900647	3900647
TR_3902477	3902477	+	antisense_in_gene	3903035	3903025	3903025	3903025	3903035	3903059	3903025	3903164
TR_3902645	3902645	-	sense_for_next	3901408	3901601	3901399	3901972	3900672	3901138	3900878	3901399
TR_3903045	3903045	+	upstream_sense	3903174	3903164	3903164	3903164	3903174	3903164	3903164	3903164
TR_3903165	3903165	-	upstream_sense	3902329	3902892	3902715	3903067	3903057	3901960	3900647	3903067
TR_3903184	3903184	+	upstream_sense	3904795	3903768	3903684	3903831	3904795	3904273	3903792	3904611
TR_3903469	3903469	-	antisense_in_gene	3903175	3903185	3903185	3903185	3903175	3903188	3903185	3903198
TR_3904282	3904282	-	antisense_in_gene	3903834	3903862	3903736	3903930	3903874	3903839	3903796	3903884
TR_3905876	3905876	+	upstream_sense	3906606	3906565	3906498	3906648	3906639	3906810	3906629	3906896
TR_3907697	3907697	-	upstream_sense	3906353	3907183	3907117	3907297	3906210	3906167	3906126	3906220
TR_3907816	3907816	+	upstream_sense	3908241	3908230	3908228	3908231	3908241	3908231	3908231	3908231
TR_3908245	3908245	-	down_stream_antisense	3907893	3907888	3907863	3907903	3907846	3907863	3907856	3907876
TR_3908251	3908251	+	leaderless_sense	3909917	3908764	3908749	3908777	3909917	3908873	3908762	3909000
TR_3909522	3909522	+	sense_for_next	3909987	3909972	3909944	3909979	3909991	3910004	3909981	3910024
TR_3909561	3909561	-	antisense_in_gene	3909164	3909179	3909150	3909235	3909180	3909138	3909008	3909196
TR_3910044	3910044	+	upstream_sense	3910702	3910671	3910606	3910704	3910660	3910721	3910650	3910767
TR_3911919	3911919	-	sense_for_next	3911126	3911527	3911481	3911572	3911126	3911026	3910443	3911610
TR_3913598	3913598	+	antisense_in_gene	3913759	3913749	3913749	3913749	3913759	3913749	3913749	3913749
TR_3913769	3913769	+	antisense_in_gene	3914193	3914177	3914151	3914229	3914155	3914315	3914145	3914515
TR_3914219	3914219	-	in_gene_sense	3913374	3913720	3913384	3913853	3912385	3911441	3910437	3912448
TR_3914244	3914244	+	antisense_in_gene	3914608	3914610	3914562	3914647	3914534	3914597	3914524	3914670
TR_3914803	3914803	+	antisense_in_gene	3915314	3915238	3915158	3915307	3915144	3915231	3915126	3915371
TR_3916297	3916297	+	antisense_in_gene	3916792	3916854	3916725	3916936	3916698	3916834	3916688	3917132
TR_3919407	3919407	-	sense_for_next	3918177	3918614	3918411	3918860	3918177	3917103	3915417	3918831
TR_3920245	3920245	-	upstream_sense	3919399	3919802	3919782	3919822	0	0	0	0
TR_3920434	3920434	-	sense_for_next	3920255	3920068	3919858	3920300	0	0	0	0
TR_3921124	3921124	-	upstream_sense	3920276	3920661	3920656	3920665	3919399	3919806	3919720	3919859
TR_3922474	3922474	-	upstream_sense	3921266	3921859	3921806	3921957	3921266	3920880	3919785	3921346
TR_3922552	3922552	+	upstream_sense	3923852	3923221	3923077	3923399	3924998	3924729	3924295	3925236
TR_3923256	3923256	-	antisense_in_gene	3922881	3922891	3922865	3922917	3922900	3922872	3922816	3922943
TR_3924042	3924042	+	in_gene_sense	3924322	3924333	3924305	3924386	0	0	0	0
TR_3924858	3924858	+	sense_for_next	3926577	3925287	3925189	3925426	3926577	3925863	3925349	3926663
TR_3926683	3926683	+	upstream_sense	3930893	3927133	3927101	3927179	3930893	3927360	3927058	3927648
TR_3931026	3931026	+	upstream_sense	3931119	3931109	3931109	3931109	3931119	3931109	3931109	3931109
TR_3931129	3931129	+	upstream_sense	3936889	3931528	3931510	3931551	3936889	3931554	3931481	3931632
TR_3936899	3936899	+	down_stream_antisense	3937272	3937241	3937201	3937266	3937351	3937426	3937248	3937591
TR_3938466	3938466	-	in_gene_sense	3938043	3938036	3937973	3938098	3936902	3936914	3936912	3936916
TR_3939439	3939439	-	upstream_sense	3938600	3939037	3939005	3939059	3936940	3937612	3936921	3938966
TR_3939661	3939661	-	upstream_sense	3939449	3939459	3939459	3939459	3938600	3939352	3939033	3939459
TR_3939739	3939739	+	upstream_sense	3941940	3940373	3940333	3940415	3941940	3940367	3940245	3940482
TR_3945914	3945914	+	antisense_in_gene	3946371	3946321	3946280	3946363	3946376	3946529	3946366	3946703
TR_3950600	3950600	+	down_stream_antisense	3950856	3950846	3950812	3950868	3950683	3950789	3950673	3950904
TR_3952547	3952547	+	antisense_in_gene	3953148	3953016	3952658	3953532	3952557	3952863	3952547	3953591
TR_3952643	3952643	-	leaderless_sense	3951003	3951702	3950697	3952113	3950528	3950033	3948653	3950543
TR_3954063	3954063	-	antisense_in_gene	3953733	3953714	3953644	3953785	3953713	3953705	3953615	3953830
TR_3955729	3955729	+	leaderless_sense	3956537	3956496	3956392	3956554	3956609	3956681	3956599	3956781
TR_3956460	3956460	-	down_stream_antisense	3955929	3955962	3955873	3956142	3955729	3955739	3955739	3955739
TR_3957606	3957606	+	upstream_sense	3958611	3958203	3958094	3958255	3958611	3959210	3958207	3960189
TR_3957824	3957824	-	antisense_in_gene	3957210	3957250	3957145	3957397	3957115	3956726	3956326	3957125
TR_3958275	3958275	+	sense_for_next	3959691	3958652	3958618	3958725	3959691	3959451	3958713	3960189
TR_3959583	3959583	-	antisense_in_gene	3959225	3959003	3957844	3959280	3959194	3959142	3959065	3959204
TR_3960209	3960209	+	in_gene_sense	3960597	3960577	3960548	3960616	3960884	3960935	3960874	3960985
TR_3961005	3961005	+	in_gene_sense	3961400	3961385	3961341	3961408	3961419	3961874	3961409	3962049
TR_3961645	3961645	+	antisense_for_next	3962108	3962071	3962026	3962106	3962075	3962065	3962065	3962065
TR_3962503	3962503	-	leaderless_sense	3960950	3961518	3960960	3961696	3961456	3961195	3960944	3961466
TR_3962593	3962593	+	upstream_sense	3963778	3963356	3963161	3963517	3964233	3964412	3964219	3964645
TR_3965429	3965429	-	upstream_sense	3964465	3964552	3964475	3964710	3964451	3964282	3964187	3964461
TR_3965484	3965484	+	down_stream_antisense	3965977	3965959	3965933	3965979	3965946	3965886	3965484	3966086
TR_3968328	3968328	+	antisense_in_gene	3968715	3968683	3968650	3968705	3968699	3968735	3968689	3968782
TR_3968802	3968802	+	antisense_in_gene	3969132	3969120	3969114	3969136	3969110	3969138	3969100	3969176
TR_3969124	3969124	-	upstream_sense	3967996	3968712	3968606	3968803	3965975	3966383	3965920	3967337
TR_3970530	3970530	+	antisense_for_next	3970918	3970892	3970877	3970916	3970929	3970967	3970918	3971058
TR_3975548	3975548	+	leaderless_sense	3977239	3976304	3976105	3976549	3978172	3978162	3978162	3978162
TR_3975631	3975631	-	antisense_in_gene	3974804	3975419	3974814	3975541	3975531	3975541	3975541	3975541
TR_3977429	3977429	-	antisense_in_gene	3977082	3977109	3977070	3977190	3976694	3976795	3976606	3977212
TR_3978182	3978182	+	upstream_sense	3979677	3978600	3978572	3978687	3979677	3978625	3978506	3978791
TR_3979332	3979332	-	antisense_in_gene	3978928	3978924	3978848	3979036	3979032	3978929	3978876	3979042
TR_3979827	3979827	+	antisense_in_gene	3980166	3980169	3980094	3980225	3980187	3980113	3979827	3980229
TR_3979933	3979933	-	antisense_for_next	3979342	3979427	3979352	3979548	3979695	3979528	3979352	3979705
TR_3981725	3981725	+	antisense_in_gene	3982174	3982207	3982093	3982344	3982013	3982124	3982003	3982281
TR_3982777	3982777	+	antisense_in_gene	3983177	3983159	3983140	3983171	3983168	3983146	3983106	3983171
TR_3983954	3983954	-	in_gene_sense	3983349	3983448	3983359	3983770	0	0	0	0
TR_3984581	3984581	-	sense_for_next	3983304	3984222	3984078	3984382	0	0	0	0
TR_3985645	3985645	-	upstream_sense	3984323	3985098	3985016	3985175	3982156	3981966	3981655	3982901
TR_3985736	3985736	+	leaderless_sense	3986911	3986354	3986277	3986469	3987013	3987003	3987003	3987003
TR_3986978	3986978	+	upstream_sense	3987636	3987575	3987545	3987626	0	0	0	0
TR_3987408	3987408	-	antisense_in_gene	3987069	3987092	3987079	3987103	3987084	3987046	3986986	3987105
TR_3988193	3988193	-	in_gene_sense	3987517	3987565	3987527	3987645	3987483	3987493	3987493	3987493
TR_3989277	3989277	-	leaderless_sense	3988498	3988910	3988861	3988968	3988498	3987818	3987548	3988516
TR_3989296	3989296	+	upstream_sense	3990075	3989971	3989834	3990038	3994921	3993237	3993182	3993286
TR_3992876	3992876	-	antisense_in_gene	3992633	3992587	3992385	3992643	3992272	3992416	3992281	3992685
TR_3992900	3992900	+	in_gene_sense	3993433	3993419	3993303	3993619	0	0	0	0
TR_3995411	3995411	+	antisense_in_gene	3995787	3995752	3995734	3995777	3995673	3995729	3995663	3995777
TR_3995797	3995797	+	antisense_in_gene	3996324	3996304	3996278	3996321	3996324	3996372	3996314	3996439
TR_3995878	3995878	-	leaderless_sense	3995009	3995263	3995117	3995353	0	0	0	0
TR_3997442	3997442	+	antisense_in_gene	3997896	3997849	3997778	3997934	3997739	3997687	3997442	3997804
TR_3997810	3997810	-	leaderless_sense	3997194	3997232	3997131	3997330	3995009	3995641	3995370	3995858
TR_3998080	3998080	-	upstream_sense	3997829	3997841	3997830	3997861	3997820	3997847	3997830	3997865
TR_3998098	3998098	+	upstream_sense	3999817	3998912	3998611	3999719	3999817	3999512	3998812	4000134
TR_3998903	3998903	-	antisense_in_gene	3998479	3998506	3998389	3998562	3998564	3998344	3997830	3998603
TR_3999851	3999851	+	antisense_in_gene	4000170	4000175	4000095	4000301	4000145	4000118	4000101	4000135
TR_4001768	4001768	-	leaderless_sense	4000611	4001277	4001238	4001301	4000611	4000345	3999551	4001226
TR_4001789	4001789	+	upstream_sense	4003339	4002380	4002198	4002498	4006382	4004866	4002130	4005779
TR_4008361	4008361	-	sense_for_next	4007510	4007748	4007622	4007849	4007510	4007506	4007365	4007855
TR_4009855	4009855	+	antisense_in_gene	4010202	4010202	4010169	4010230	4010201	4010089	4009895	4010191
TR_4010442	4010442	-	sense_for_next	4009476	4009662	4009419	4009821	4008883	4008939	4008893	4008986
TR_4011068	4011068	-	in_gene_sense	4010671	4010706	4010677	4010746	4010497	4010507	4010507	4010507
TR_4012448	4012448	+	antisense_in_gene	4013009	4012843	4012554	4013001	4013647	4013366	4012554	4013637
TR_4012478	4012478	-	upstream_sense	4011265	4011890	4011832	4012016	4010375	4009895	4008949	4011088
TR_4013182	4013182	+	sense_for_next	4013672	4013589	4013502	4013637	0	0	0	0
TR_4013657	4013657	+	sense_for_next	4014271	4014209	4014108	4014271	4014294	4014319	4014269	4014381
TR_4014720	4014720	-	antisense_for_next	4014216	4014252	4014177	4014324	4014372	4014138	4013992	4014382
TR_4016467	4016467	+	upstream_sense	4017262	4017138	4017009	4017204	4017328	4017336	4017318	4017355
TR_4018347	4018347	-	leaderless_sense	4017268	4017681	4017583	4017811	4017268	4017317	4017158	4017490
TR_4018513	4018513	+	upstream_sense	4019256	4019181	4018998	4019323	4020307	4020196	4019860	4020491
TR_4022161	4022161	+	antisense_in_gene	4022598	4022571	4022553	4022588	4022512	4022560	4022502	4022621
TR_4023202	4023202	-	sense_for_next	4021604	4022417	4022331	4022458	4021604	4021628	4021627	4021630
TR_4023982	4023982	-	leaderless_sense	4022573	4023535	4023509	4023554	4022573	4023617	4023547	4023687
TR_4024524	4024524	-	sense_for_next	4023992	4023968	4023672	4024068	4024026	4023920	4023811	4024036
TR_4024633	4024633	+	antisense_in_gene	4024977	4024933	4024899	4024967	4024911	4024833	4024633	4024922
TR_4025743	4025743	-	upstream_sense	4024523	4025070	4025007	4025109	4024523	4024908	4024811	4024997
TR_4025962	4025962	+	upstream_sense	4028065	4026784	4026603	4027036	4028065	4027067	4026844	4027283
TR_4026403	4026403	-	antisense_in_gene	4025845	4026038	4025837	4026135	4025814	4025931	4025798	4026304
TR_4027459	4027459	+	sense_for_next	4028065	4027981	4027875	4028033	4029512	4029422	4029380	4029502
TR_4028079	4028079	+	leaderless_sense	4029594	4029230	4028695	4029593	0	0	0	0
TR_4028141	4028141	-	antisense_in_gene	4027708	4027724	4027697	4027735	4027769	4027701	4027629	4027779
TR_4029138	4029138	-	antisense_in_gene	4028801	4028809	4028792	4028821	0	0	0	0
TR_4029941	4029941	-	leaderless_sense	4029147	4029519	4029480	4029600	4028827	4028812	4028751	4028838
TR_4030034	4030034	+	down_stream_antisense	4030627	4030536	4030389	4030663	4030372	4030342	4030034	4030571
TR_4030637	4030637	+	antisense_in_gene	4031254	4031252	4031127	4031374	4031603	4031628	4031593	4031686
TR_4030673	4030673	-	antisense_in_gene	4029951	4029964	4029961	4029974	4029951	4029961	4029961	4029961
TR_4033367	4033367	-	upstream_sense	4031583	4032845	4032787	4032942	4031583	4032372	4031360	4032834
TR_4034236	4034236	+	leaderless_sense	4035889	4034752	4034734	4034764	4035889	4034936	4034797	4035061
TR_4035562	4035562	-	antisense_in_gene	4034931	4034964	4034923	4035022	4034956	4034966	4034966	4034966
TR_4035876	4035876	-	antisense_in_gene	4035572	4035586	4035582	4035606	4035604	4034991	4034613	4035614
TR_4038265	4038265	-	upstream_sense	4036910	4037809	4037757	4037850	4036910	4037910	4037849	4037971
TR_4039592	4039592	-	sense_for_next	4038337	4038674	4038344	4039213	0	0	0	0
TR_4040938	4040938	-	upstream_sense	4038337	4040255	4040153	4040410	4038337	4038399	4038146	4038936
TR_4041561	4041561	-	upstream_sense	4040948	4040981	4040958	4041029	4040948	4040958	4040958	4040958
TR_4043119	4043119	-	leaderless_sense	4041602	4042422	4042258	4042500	4041554	4041564	4041564	4041564
TR_4045265	4045265	-	in_gene_sense	4044841	4044891	4044796	4044972	4044864	4043627	4042380	4044874
TR_4046358	4046358	-	upstream_sense	4045386	4045890	4045816	4045944	4045386	4044194	4042368	4045707
TR_4047675	4047675	-	leaderless_sense	4046482	4047245	4047207	4047280	4046482	4047045	4046967	4047104
TR_4047959	4047959	-	sense_for_next	4047685	4047695	4047695	4047695	4047685	4047504	4046933	4047695
TR_4048124	4048124	+	antisense_in_gene	4048397	4048380	4048357	4048416	4048355	4048288	4048124	4048354
TR_4048759	4048759	+	antisense_in_gene	4049147	4049133	4049102	4049180	4049147	4049230	4049137	4049331
TR_4049584	4049584	-	sense_for_next	4048923	4048590	4047979	4049075	0	0	0	0
TR_4051438	4051438	-	sense_for_next	4050780	4051012	4050895	4051075	0	0	0	0
TR_4052867	4052867	+	antisense_in_gene	4053036	4053317	4053026	4053631	4053601	4053381	4053026	4053882
TR_4053046	4053046	+	antisense_in_gene	4053605	4053588	4053581	4053595	4053831	4053766	4053712	4053821
TR_4053110	4053110	-	upstream_sense	4050780	4052435	4052378	4052561	4048923	4049120	4049120	4049120
TR_4053729	4053729	-	antisense_for_next	4053235	4053280	4053240	4053344	4053249	4053264	4053242	4053287
TR_4054551	4054551	-	sense_for_next	4053697	4053998	4053910	4054065	0	0	0	0
TR_4056454	4056454	+	antisense_in_gene	4057231	4056861	4056454	4057365	4057358	4057427	4057348	4057480
TR_4056619	4056619	-	upstream_sense	4055376	4055926	4055831	4056033	4054060	4054028	4053902	4054130
TR_4056863	4056863	-	upstream_sense	4056629	4056639	4056639	4056639	4056629	4056639	4056639	4056639
TR_4057912	4057912	+	leaderless_sense	4058880	4058472	4058446	4058480	4058880	4058894	4058480	4060137
TR_4058500	4058500	+	sense_for_next	4060064	4058959	4058908	4058991	4060064	4059332	4058948	4059900
TR_4059123	4059123	-	antisense_in_gene	4058646	4058537	4058395	4058667	4058954	4058683	4058357	4059050
TR_4062521	4062521	+	upstream_sense	4062696	4062686	4062686	4062686	4062696	4062944	4062686	4063720
TR_4062706	4062706	+	leaderless_sense	4063791	4063461	4063294	4063781	4063440	4063676	4063430	4063898
TR_4064035	4064035	-	in_gene_sense	4063390	4063405	4063371	4063465	4063367	4063352	4063313	4063386
TR_4066449	4066449	+	antisense_in_gene	4067054	4066975	4066909	4067044	4066972	4067035	4066953	4067122
TR_4067481	4067481	-	upstream_sense	4066079	4066939	4066859	4067053	4064080	4064605	4064524	4064744
TR_4067547	4067547	+	upstream_sense	4068279	4068253	4068204	4068305	4068299	4068349	4068289	4068407
TR_4067736	4067736	-	antisense_in_gene	4067491	4067501	4067501	4067501	4067491	4067501	4067501	4067501
TR_4068633	4068633	-	antisense_for_next	4068096	4068165	4068064	4068291	4068064	4068041	4068001	4068074
TR_4069252	4069252	-	upstream_sense	4068136	4068653	4068653	4068653	4068136	4068489	4068000	4068653
TR_4069337	4069337	+	upstream_sense	4070649	4069909	4069834	4069985	4070649	4070730	4069853	4071838
TR_4070691	4070691	+	upstream_sense	4071848	4071745	4071545	4071838	4071848	4071838	4071838	4071838
TR_4071858	4071858	+	upstream_sense	4072880	4072741	4072478	4072870	4073157	4073348	4073147	4073539
TR_4072020	4072020	-	antisense_in_gene	4071582	4071580	4071449	4071640	4071693	4071659	4071609	4071712
TR_4073225	4073225	+	antisense_in_gene	4073718	4073824	4073644	4074490	4073603	4073593	4073593	4073593
TR_4073755	4073755	+	antisense_in_gene	4074547	4074312	4074113	4074537	4074834	4075450	4074824	4075685
TR_4073790	4073790	-	leaderless_sense	4072846	4073267	4073186	4073334	4072846	4072840	4072748	4073074
TR_4075846	4075846	+	upstream_sense	4076323	4076327	4076306	4076354	4076294	4076364	4076284	4076474
TR_4077474	4077474	-	antisense_in_gene	4077084	4077110	4077054	4077178	4077100	4077046	4076880	4077178
TR_4079922	4079922	+	antisense_in_gene	4080408	4080329	4080233	4080398	4079932	4080220	4079922	4080801
TR_4080963	4080963	-	upstream_sense	4080104	4080589	4080566	4080645	4080104	4080472	4080372	4080567
TR_4082106	4082106	-	sense_for_next	4081541	4081640	4081570	4081687	4081541	4081592	4081562	4081631
TR_4083046	4083046	+	in_gene_sense	4083681	4083698	4083522	4083847	4084698	4084782	4084688	4084826
TR_4083199	4083199	-	antisense_in_gene	4082678	4082666	4082589	4082708	4082534	4082392	4082226	4082560
TR_4085363	4085363	+	antisense_in_gene	4085965	4085996	4085905	4086085	4085882	4085797	4085363	4086102
TR_4086635	4086635	+	antisense_in_gene	4086948	4087226	4086876	4087849	4086884	4086871	4086853	4086879
TR_4087559	4087559	-	upstream_sense	4084632	4087214	4087198	4087234	4084632	4087078	4086837	4087297
TR_4087796	4087796	-	sense_for_next	4087569	4087509	4087231	4087579	0	0	0	0
TR_4088367	4088367	-	leaderless_sense	4087789	4087814	4087276	4088003	4087569	4087579	4087579	4087579
TR_4088886	4088886	-	upstream_sense	4088445	4088455	4088455	4088456	4088445	4088454	4088454	4088455
TR_4092020	4092020	+	leaderless_sense	4093057	4092665	4092573	4092866	4093057	4093634	4092854	4094252
TR_4093117	4093117	+	upstream_sense	4093735	4093660	4093590	4093725	4093735	4093725	4093725	4093725
TR_4093745	4093745	+	upstream_sense	4094706	4094246	4094219	4094298	4094706	4094396	4094249	4094655
TR_4094834	4094834	+	down_stream_antisense	4095208	4095179	4095096	4095198	4095033	4095153	4095023	4095315
TR_4095696	4095696	-	leaderless_sense	4095179	4095210	4095173	4095247	4095179	4094995	4094731	4095304
TR_4096941	4096941	-	in_gene_sense	4096574	4096582	4096519	4096630	4096509	4096362	4096228	4096519
TR_4099655	4099655	-	upstream_sense	4098274	4099208	4099098	4099244	4098274	4099173	4099049	4099280
TR_4099674	4099674	+	upstream_sense	4099815	4099805	4099805	4099805	4099815	4099805	4099805	4099805
TR_4099825	4099825	+	leaderless_sense	4100688	4100569	4100448	4100719	4100838	4100835	4100828	4100842
TR_4100848	4100848	+	down_stream_antisense	4101163	4101152	4101152	4101154	4101162	4101152	4101152	4101153
TR_4102839	4102839	+	antisense_in_gene	4103131	4103122	4103110	4103144	4103114	4103145	4103089	4103284
TR_4103591	4103591	-	in_gene_sense	4103233	4103227	4103204	4103254	4103203	4102123	4101359	4103213
TR_4105817	4105817	+	antisense_in_gene	4106177	4106178	4106158	4106233	4106143	4106182	4106133	4106251
TR_4106415	4106415	+	antisense_in_gene	4106797	4106800	4106762	4106831	4106768	4106790	4106753	4106838
TR_4107262	4107262	-	leaderless_sense	4105637	4106768	4106719	4106850	4105637	4106054	4104967	4106897
TR_4107518	4107518	+	upstream_sense	4107960	4107810	4107518	4107950	4107528	4107614	4107518	4107893
TR_4107768	4107768	-	antisense_in_gene	4107313	4107342	4107297	4107386	4107320	4107308	4107282	4107338
TR_4107970	4107970	+	leaderless_sense	4109925	4108684	4108581	4108737	4110510	4110059	4108738	4110500
TR_4109355	4109355	-	antisense_in_gene	4108967	4108968	4108952	4108979	4108966	4108941	4108876	4108979
TR_4109886	4109886	-	antisense_in_gene	4109501	4109528	4109511	4109555	4109562	4109522	4109478	4109572
TR_4110520	4110520	+	antisense_in_gene	4111608	4111070	4110821	4111598	4110831	4111308	4110821	4111852
TR_4110698	4110698	-	upstream_sense	4109961	4110056	4109947	4110223	4109961	4109859	4109518	4110108
TR_4114724	4114724	-	sense_for_next	4113699	4114224	4114204	4114266	0	0	0	0
TR_4115301	4115301	+	antisense_in_gene	4115843	4115832	4115809	4115853	4115713	4115822	4115703	4115908
TR_4116123	4116123	-	upstream_sense	4115335	4115564	4115443	4115988	4113699	4114118	4113928	4114283
TR_4116195	4116195	+	leaderless_sense	4116558	4116817	4116548	4117373	4117377	4116752	4116548	4117367
TR_4116515	4116515	-	antisense_in_gene	4116133	4116154	4116143	4116211	4116133	4116143	4116143	4116143
TR_4116568	4116568	+	upstream_sense	4117409	4117339	4117239	4117399	4117444	4117424	4117396	4117444
TR_4118664	4118664	+	antisense_in_gene	4119421	4119332	4118939	4119411	4119421	4119293	4118939	4119411
TR_4118939	4118939	-	upstream_sense	4117436	4118197	4118051	4118395	4117436	4117773	4117660	4117889
TR_4119431	4119431	+	in_gene_sense	4119984	4119971	4119919	4120032	4120132	4120825	4120122	4121226
TR_4120297	4120297	+	in_gene_sense	4121097	4121022	4120802	4121199	4121322	4121312	4121312	4121312
TR_4120359	4120359	-	antisense_in_gene	4119962	4119982	4119913	4120017	4119983	4119893	4119763	4119993
TR_4121876	4121876	-	upstream_sense	4121301	4121335	4121310	4121379	4121308	4121306	4121293	4121321
TR_4122031	4122031	-	upstream_sense	4121886	4121896	4121896	4121896	4121886	4121896	4121896	4121896
TR_4122094	4122094	+	leaderless_sense	4124526	4122761	4122645	4122920	4124526	4124501	4123526	4126084
TR_4122499	4122499	-	antisense_in_gene	4122096	4122123	4122051	4122163	4122159	4122109	4122051	4122169
