genome_position	direction	TSS_intensity	Initiated_opeoron_or_not	location_in_genes	New_tss_intensity	fold_change	upstream_tss_coverage	downstream_tss_coverage	
2283720	-	167	operon_start_site	gene_sense	135	24.92	50	1271	TSS
2289254	-	232	operon_start_site	gap_sense	85	19.38	20	407	TSS
2291198	-	134	operon_start_site	gene_sense	103	20.79	47	998	TSS
2291277	+	80	operon_start_site	gene_sense_leadless	52	47.64	10	524	TSS
2307203	-	400	operon_start_site	gap_sense	312	4.75	684	3253	TSS
2307760	+	594	operon_start_site	gap_sense	493	2.06	4249	8767	TSS
2313060	-	1787	operon_start_site	gap_sense	962	7.14	1469	10497	TSS
2313133	+	290	operon_start_site	gene_sense_leadless	121	12.37	96	1200	TSS
2315128	-	239	operon_start_site	gap_sense	36	6.3	29	189	TSS
2315148	+	263	operon_start_site	gap_sense	13	1.58	192	304	TSS
2317093	-	381	operon_start_site	gene_sense_leadless	313	24.32	121	2967	TSS
2320761	-	156	operon_start_site	gene_sense_leadless	108	3.91	311	1221	TSS
2320839	+	108	operon_start_site	gene_sense_leadless	58	23.48	24	587	TSS
2321459	+	146	operon_start_site	gene_sense_leadless	88	11.51	82	955	TSS
2322560	+	81	operon_start_site	gene_sense_leadless	78	22.14	35	797	TSS
2326390	-	266	operon_start_site	gene_sense	221	2.12	1724	3649	TSS
2326817	-	284	operon_start_site	gene_sense_leadless	243	56.1	40	2300	TSS
2326952	+	587	operon_start_site	gene_sense_leadless	484	3.22	1785	5744	TSS
2331006	+	1005	operon_start_site	gene_sense	1263	15.06	840	12667	TSS
2334602	-	134	operon_start_site	gene_sense_leadless	105	5.98	185	1113	TSS
2335030	-	107	operon_start_site	gene_sense_leadless	25	7.26	37	276	TSS
2335048	+	318	operon_start_site	gap_sense	89	8.2	112	927	TSS
2337166	+	149	operon_start_site	gene_sense	118	12.21	96	1184	TSS
2338647	-	204	operon_start_site	gap_sense	191	14.94	123	1853	TSS
2339451	+	114	operon_start_site	gene_sense	90	8.26	116	966	TSS
2344336	+	158	operon_start_site	gap_sense	55	9.73	59	584	TSS
2347381	+	41	operon_start_site	gene_sense_leadless	19	37.8	4	189	TSS
2349335	-	1691	operon_start_site	gap_sense	672	36.66	100	3703	TSS
2353325	-	4989	operon_start_site	gap_sense	2568	129.8	184	24013	TSS
2356685	-	573	operon_start_site	gene_sense_leadless	600	316.5	17	5697	TSS
2358493	-	100	operon_start_site	gene_antisense	67	6.74	100	681	TSS
2360174	+	417	operon_start_site	gap_sense	393	8.61	456	3935	TSS
2364789	-	563	operon_start_site	gene_sense_leadless	469	22.8	190	4354	TSS
2364807	+	56	operon_start_site	gap_sense	34	17.74	18	337	TSS
2366955	+	239	operon_start_site	gap_sense	301	10.57	300	3183	TSS
2370865	-	2181	operon_start_site	gap_sense	1455	38.61	331	12819	TSS
2372638	+	135	operon_start_site	gene_sense_leadless	131	3.39	482	1639	TSS
2373842	+	231	operon_start_site	gene_sense_leadless	279	9.63	294	2840	TSS
2376337	-	713	operon_start_site	gap_sense	370	105.36	32	3477	TSS
2376427	+	197	operon_start_site	gap_sense	120	3.61	365	1322	TSS
2378320	-	110	operon_start_site	gene_sense_leadless	73	34.05	20	715	TSS
2378394	+	157	operon_start_site	gene_sense_leadless	110	13.2	84	1122	TSS
2379782	-	470	operon_start_site	gap_sense	318	5.95	300	1791	TSS
2381028	-	123	operon_start_site	gap_sense	60	5.41	125	682	TSS
2386079	-	371	operon_start_site	gap_sense	312	25.64	71	1846	TSS
2386301	+	509	operon_start_site	gene_sense_leadless	401	60.55	64	3936	TSS
2388394	-	88	operon_start_site	gap_sense	77	2.88	220	636	TSS
2388520	+	1007	operon_start_site	gap_sense	1146	14.33	827	11867	TSS
2391197	-	221	operon_start_site	gene_sense_leadless	129	17.94	69	1256	TSS
2393325	-	606	operon_start_site	gene_sense_leadless	348	35.02	91	3222	TSS
2393403	+	395	operon_start_site	gap_sense	334	9.38	369	3469	TSS
2395248	-	525	operon_start_site	gap_sense	347	2.55	2077	5307	TSS
2397253	+	604	operon_start_site	gene_antisense	243	14.11	176	2498	TSS
2398268	+	931	operon_start_site	gene_sense	966	3.36	3780	12707	TSS
2401735	-	125	operon_start_site	gap_sense	121	11.78	50	601	TSS
2401974	+	43	operon_start_site	gap_sense	10	81	0	81	TSS
2402727	-	608	operon_start_site	gene_sense_leadless	383	36.57	94	3474	TSS
2404556	-	788	operon_start_site	gap_sense	734	8.78	829	7289	TSS
2406026	-	1110	operon_start_site	gap_sense	629	3.71	2074	7688	TSS
2406849	-	1025	operon_start_site	gene_sense	886	140.98	57	8177	TSS
2409633	-	1032	operon_start_site	gap_sense	1059	44.58	223	9986	TSS
2415178	-	772	operon_start_site	gene_sense	577	42.72	126	5426	TSS
2423176	-	1915	operon_start_site	gap_sense	1809	25.12	706	17762	TSS
2424855	-	437	operon_start_site	gap_sense	456	2.52	2646	6662	TSS
2429909	-	184	operon_start_site	gap_sense	1145	28.36	210	5985	TSS
2432050	-	1786	operon_start_site	gap_sense	846	2.2	3803	8382	TSS
2432203	+	36	operon_start_site	gap_sense	43	1.85	449	831	TSS
2432917	+	311	operon_start_site	gap_sense	230	382	5	2292	TSS
2434663	-	556	operon_start_site	gap_sense	657	110.98	55	6215	TSS
2434784	+	133	operon_start_site	gap_sense	149	9.83	154	1523	TSS
2437858	-	392	operon_start_site	gene_sense	354	19.71	166	3292	TSS
2437913	+	275	operon_start_site	gap_sense	152	7.95	198	1583	TSS
2441728	-	328	operon_start_site	gene_sense_leadless	363	18.15	185	3376	TSS
2443307	+	379	operon_start_site	gap_sense	334	3.94	1041	4108	TSS
2445370	-	1197	operon_start_site	gap_sense	621	2.13	4834	10278	TSS
2446055	-	84	operon_start_site	gene_sense	96	4.61	154	715	TSS
2447577	-	777	operon_start_site	gap_sense	311	1.52	3712	5656	TSS
2448002	-	282	operon_start_site	gene_sense_leadless	245	9.3	264	2465	TSS
2448120	+	644	operon_start_site	gap_sense	213	17.88	118	2128	TSS
2453333	-	1844	operon_start_site	gap_sense	2466	4.06	7186	29168	TSS
2453750	-	88	operon_start_site	gap_sense	105	15.81	63	1012	TSS
2453851	+	40	operon_start_site	gene_sense	42	2.77	226	629	TSS
2456751	-	253	operon_start_site	gene_sense_leadless	244	7.27	368	2681	TSS
2456909	+	2360	operon_start_site	gene_sense_leadless	1976	12.8	1603	20531	TSS
2463150	-	729	operon_start_site	gap_sense	302	3.91	532	2082	TSS
2464844	-	2201	operon_start_site	gap_sense	1807	466.36	35	16789	TSS
2465005	+	79	operon_start_site	gene_sense_leadless	98	4.98	201	1006	TSS
2468070	-	213	operon_start_site	gap_sense	146	2.22	972	2162	TSS
2468148	+	132	operon_start_site	gap_sense	110	7.19	164	1186	TSS
2469391	-	3862	operon_start_site	gap_sense	2245	3.9	6840	26672	TSS
2470630	+	343	operon_start_site	gene_sense_leadless	377	18.52	202	3760	TSS
2473288	+	937	operon_start_site	gap_sense	498	12.62	393	4971	TSS
2475981	-	227	operon_start_site	gap_sense	176	10.4	140	1467	TSS
2477157	-	319	operon_start_site	gene_sense	341	64.77	30	2008	TSS
2477213	+	442	operon_start_site	gene_sense	343	3.38	1397	4725	TSS
2478346	+	203	operon_start_site	gene_sense_leadless	282	6.14	460	2832	TSS
2481748	-	604	operon_start_site	gap_sense	411	24.52	165	4071	TSS
2481879	+	355	operon_start_site	gap_sense	269	13.15	204	2696	TSS
2484592	+	655	operon_start_site	gene_sense_leadless	458	3.25	1883	6122	TSS
2485281	+	256	operon_start_site	gene_sense_leadless	193	3.13	845	2644	TSS
2486240	+	319	operon_start_site	gap_sense	205	9.44	220	2087	TSS
2487616	+	367	operon_start_site	gap_sense	127	1.25	5095	6345	 
2488357	-	61	operon_start_site	gene_antisense	34	5.84	31	187	TSS
2492355	-	724	operon_start_site	gene_sense	1132	36.99	292	10839	TSS
2493750	-	971	operon_start_site	gene_sense_leadless	571	9.85	588	5804	TSS
2497025	-	492	operon_start_site	gene_sense	359	154.45	21	3398	TSS
2497686	+	679	operon_start_site	gap_sense	244	16.14	160	2598	TSS
2498787	+	153	operon_start_site	gap_sense	136	7.2	203	1469	TSS
2500931	+	109	operon_start_site	gap_sense	121	1195	0	1195	TSS
2505663	-	184	operon_start_site	gene_sense	140	26.32	30	816	TSS
2506710	-	55	operon_start_site	gene_antisense	51	26.71	16	454	TSS
2509423	+	145	operon_start_site	gap_sense	80	8.53	92	793	TSS
2510550	-	1361	operon_start_site	gene_sense	1291	28.55	437	12507	TSS
2511659	-	513	operon_start_site	gene_sense_leadless	342	5.61	494	2778	TSS
2512292	-	446	operon_start_site	gap_sense	338	64.74	30	2007	TSS
2512406	+	481	operon_start_site	gap_sense	268	2.42	1869	4528	TSS
2516795	+	2049	operon_start_site	gene_sense_leadless	3936	17.36	2264	39323	TSS
2525383	+	103	operon_start_site	gap_sense	90	20.27	43	892	TSS
2529963	-	2052	operon_start_site	gap_sense	1310	97.05	127	12422	TSS
2532226	-	59	operon_start_site	gap_sense	267	5.13	382	1965	TSS
2532255	+	282	operon_start_site	gene_sense_leadless	191	13.48	141	1914	TSS
2535562	-	68	operon_start_site	gene_sense_leadless	75	9.62	80	779	TSS
2535620	+	67	operon_start_site	gap_sense	24	16.57	13	232	TSS
2538666	-	188	operon_start_site	gap_sense	114	18.08	59	1085	TSS
2538714	+	58	operon_start_site	gene_sense	41	7.49	60	457	TSS
2540076	+	167	operon_start_site	gap_sense	81	7.28	122	895	TSS
2545295	+	860	operon_start_site	gap_sense	656	12.34	533	6591	TSS
2546800	+	273	operon_start_site	gene_antisense	269	35.53	76	2736	TSS
2550074	+	36	operon_start_site	gap_sense	25	1.55	421	653	TSS
2551530	+	799	operon_start_site	gap_sense	406	9.81	423	4159	TSS
2556155	+	172	operon_start_site	gene_sense_leadless	142	8.76	171	1507	TSS
2557483	+	118	operon_start_site	gene_sense_leadless	79	4.67	202	947	TSS
2559749	+	45	operon_start_site	gene_sense	30	10.65	30	330	TSS
2560697	-	93	operon_start_site	gene_antisense	55	6.36	91	585	TSS
2561426	+	376	operon_start_site	gene_sense	338	21.26	160	3423	TSS
2561486	+	528	operon_start_site	gene_sense	413	2.14	3576	7643	TSS
2562562	+	349	operon_start_site	gap_sense	207	4.32	563	2437	TSS
2562963	+	1641	operon_start_site	gene_sense	1115	9.45	1238	11713	TSS
2565121	-	91	operon_start_site	gap_sense	64	3.89	208	813	TSS
2565337	+	107	operon_start_site	gene_sense_leadless	77	4.84	196	953	TSS
2566777	+	980	operon_start_site	gap_sense	847	14.43	591	8543	TSS
2568110	+	148	operon_start_site	gene_sense	99	4.35	281	1228	TSS
2569092	+	235	operon_start_site	gene_sense_leadless	129	12.6	105	1336	TSS
2572035	-	416	operon_start_site	gap_sense	157	24.76	61	1535	TSS
2573025	+	295	operon_start_site	gene_sense_leadless	172	6.33	302	1918	TSS
2573787	+	328	operon_start_site	gap_sense	130	3.12	612	1914	TSS
2575613	-	153	operon_start_site	gap_sense	114	8.85	70	628	TSS
2575819	+	51	operon_start_site	gene_sense_leadless	28	3.92	78	310	TSS
2579186	-	242	operon_start_site	gap_sense	149	1.93	1357	2618	TSS
2580338	-	332	operon_start_site	gap_sense	262	50.57	48	2478	TSS
2580429	+	34	operon_start_site	gene_sense_leadless	25	1.85	271	502	TSS
2582035	-	597	operon_start_site	gene_sense	485	44.58	104	4681	TSS
2585916	-	554	operon_start_site	gene_sense_leadless	389	13.32	283	3783	TSS
2587311	-	54	operon_start_site	gene_sense	40	4.43	104	465	TSS
2588814	-	160	operon_start_site	gene_sense_leadless	188	15.84	117	1869	TSS
2588848	+	28	operon_start_site	gene_sense_leadless	14	7.84	18	149	TSS
2594952	-	117	operon_start_site	gene_sense	84	24.29	30	753	TSS
2596306	+	79	operon_start_site	gap_sense	29	2.07	250	520	TSS
2599912	-	579	operon_start_site	gene_sense	411	339.73	10	3737	TSS
2599998	+	226	operon_start_site	gene_sense_leadless	148	8.22	203	1677	TSS
2600692	+	65	operon_start_site	gap_sense	71	16.65	42	716	TSS
2603509	-	579	operon_start_site	gap_sense	676	2.88	3503	10077	TSS
2604329	+	218	operon_start_site	gene_sense	204	3.85	735	2835	TSS
2608367	-	85	operon_start_site	gap_sense	40	9.88	42	425	TSS
2608536	+	1034	operon_start_site	gap_sense	836	8.51	982	8367	TSS
2610793	+	501	operon_start_site	gap_sense	177	9.96	188	1882	TSS
2613090	-	68	operon_start_site	gap_sense	43	2.96	169	503	TSS
2614113	-	190	operon_start_site	gap_sense	62	17.79	32	587	TSS
2614566	+	189	operon_start_site	gap_sense	90	1.54	1492	2298	TSS
2618981	-	603	operon_start_site	gap_sense	840	36.59	215	7904	TSS
2619528	-	100	operon_start_site	gap_sense	62	51.09	10	562	TSS
2620254	+	861	operon_start_site	gap_sense	663	10.03	700	7031	TSS
2622462	-	220	operon_start_site	gene_sense_leadless	163	21.52	68	1485	TSS
2623763	-	241	operon_start_site	gap_sense	221	12.7	175	2235	TSS
2623831	+	176	operon_start_site	gene_sense_leadless	182	23.27	77	1815	TSS
2626205	-	587	operon_start_site	gap_sense	311	1.64	4107	6744	TSS
2627056	-	1292	operon_start_site	gap_sense	1010	20.97	467	9813	TSS
2630386	-	150	operon_start_site	gap_sense	91	3.07	413	1270	TSS
2634180	-	329	operon_start_site	gap_sense	162	28.12	40	1153	TSS
2635638	+	34	operon_start_site	gene_sense_leadless	26	7.02	40	288	TSS
2639560	-	204	operon_start_site	gap_sense	134	5.61	266	1499	TSS
2641128	-	112	operon_start_site	gap_sense	248	3.04	1100	3352	TSS
2641207	+	430	operon_start_site	gap_sense	458	6.11	836	5117	TSS
2643976	-	113	operon_start_site	gene_sense	203	2.27	783	1780	TSS
2644268	-	130	operon_start_site	gene_sense_leadless	100	38.79	23	931	TSS
2644330	+	93	operon_start_site	gene_sense_leadless	89	4.79	197	949	TSS
2650046	-	675	operon_start_site	gene_sense	554	236.71	20	4971	TSS
2651688	+	83	operon_start_site	gap_sense	76	24.68	30	765	TSS
2655140	-	501	operon_start_site	gap_sense	346	5.07	490	2488	TSS
2655231	+	328	operon_start_site	gap_sense	217	17.68	122	2175	TSS
2656166	-	3338	operon_start_site	gap_sense	2194	177.71	105	18837	TSS
2660329	-	252	operon_start_site	gene_sense	147	10.98	130	1438	TSS
2664812	-	208	operon_start_site	gene_sense	129	12.49	100	1261	TSS
2675848	+	70	operon_start_site	gap_sense	112	155.71	6	1090	TSS
2675883	-	820	operon_start_site	gap_sense	757	143.82	37	5465	TSS
2680022	-	1030	operon_start_site	gap_sense	1085	66.24	179	11923	TSS
2680344	+	730	operon_start_site	gap_sense	1553	16.92	926	15686	TSS
2683197	-	272	operon_start_site	gap_sense	154	2.31	960	2220	TSS
2684323	-	84	operon_start_site	gap_sense	53	3.18	215	686	TSS
2684439	+	4146	operon_start_site	gap_sense	1287	13.59	945	12853	TSS
2687859	+	273	operon_start_site	gene_sense	275	7.86	356	2807	TSS
2692176	+	29168	operon_start_site	gap_sense	16084	15.26	10500	160252	TSS
2697673	+	40	operon_start_site	gene_antisense	25	7.5	33	255	TSS
2697924	-	360	operon_start_site	gene_antisense	272	2.29	1206	2766	TSS
2698425	+	128	operon_start_site	gap_sense	122	20.61	58	1216	TSS
2698853	-	191	operon_start_site	gene_antisense	108	31.52	22	725	TSS
2703246	+	268	operon_start_site	gene_antisense	221	19.77	112	2234	TSS
2704476	-	930	operon_start_site	gap_sense	155	9.31	163	1527	TSS
2704707	+	30	operon_start_site	gene_sense_leadless	14	3.64	44	164	TSS
2709966	-	166	operon_start_site	gene_sense	192	7.66	266	2044	TSS
2710055	+	3139	operon_start_site	gap_sense	4948	168.6	272	46029	TSS
2711329	-	94	operon_start_site	gap_sense	75	32.81	20	689	TSS
2712975	-	633	operon_start_site	gene_sense	799	113.28	67	7703	TSS
2713980	-	71	operon_start_site	gap_sense	50	6.52	82	541	TSS
2715342	-	129	operon_start_site	gene_sense_leadless	53	2.43	341	831	TSS
2716506	-	129	operon_start_site	gene_sense	80	15.49	50	790	TSS
2718842	-	169	operon_start_site	gap_sense	143	2.31	1014	2340	TSS
2725487	-	166	operon_start_site	gene_sense_leadless	313	16.97	172	2935	TSS
2726162	+	700	operon_start_site	gap_sense	1592	19.44	798	15533	TSS
2728502	-	1811	operon_start_site	gene_sense	1249	26.6	441	11758	TSS
2731271	-	75	operon_start_site	gene_sense	27	2.19	204	448	TSS
2731976	+	121	operon_start_site	gene_antisense	24	2.61	140	368	TSS
2733670	+	76	operon_start_site	gene_sense	35	1.91	317	608	TSS
2736844	-	208	operon_start_site	gene_antisense	136	10.37	130	1359	TSS
2740505	-	2838	operon_start_site	gap_sense	1808	50.93	320	16348	TSS
2740684	+	129	operon_start_site	gap_sense	61	5.56	121	678	TSS
2745236	-	609	operon_start_site	gap_sense	237	1.24	7680	9510	 
2745734	-	691	operon_start_site	gene_sense_leadless	1057	32.65	309	10123	TSS
2750265	-	293	operon_start_site	gap_sense	272	32.68	75	2484	TSS
2752446	-	415	operon_start_site	gene_antisense	1330	18.05	393	7110	TSS
2756757	-	1052	operon_start_site	gap_sense	828	1.6	12740	20407	TSS
2759551	-	1313	operon_start_site	gap_sense	530	1.34	14396	19295	 
2759789	+	91	operon_start_site	gene_sense_leadless	73	8.35	90	760	TSS
2760751	+	776	operon_start_site	gap_sense	624	15.77	397	6276	TSS
2763823	-	633	operon_start_site	gap_sense	204	8.49	220	1876	TSS
2765563	-	138	operon_start_site	gene_antisense	300	7.02	235	1656	TSS
2765573	+	294	operon_start_site	gene_sense	249	2.53	1610	4073	TSS
2768160	-	152	operon_start_site	gene_sense	152	10.57	145	1543	TSS
2768935	-	280	operon_start_site	gap_sense	109	6.2	194	1209	TSS
2768996	+	146	operon_start_site	gene_sense_leadless	109	12.19	89	1097	TSS
2772350	-	646	operon_start_site	gap_sense	652	29.14	216	6324	TSS
2773054	-	217	operon_start_site	gap_sense	167	803.5	1	1607	TSS
2773178	+	367	operon_start_site	gap_sense	333	76.07	43	3347	TSS
2775293	+	284	operon_start_site	gene_sense	243	30.09	81	2467	TSS
2784089	-	631	operon_start_site	gap_sense	531	11.64	466	5436	TSS
2784686	-	241	operon_start_site	gene_sense	271	29.66	86	2580	TSS
2792604	-	717	operon_start_site	gap_sense	347	28.89	117	3409	TSS
2794081	-	154	operon_start_site	gap_sense	28	138.5	1	277	TSS
2794180	+	66	operon_start_site	gap_sense	26	2.68	135	365	TSS
2808093	+	211	operon_start_site	gene_sense_leadless	82	3.99	257	1029	TSS
2812284	-	658	operon_start_site	gap_sense	460	5.03	1018	5121	TSS
2814915	-	853	operon_start_site	gene_sense	360	17.85	194	3480	TSS
2816988	-	270	operon_start_site	gene_sense	181	4.86	290	1413	TSS
2819925	-	206	operon_start_site	gap_sense	94	8.45	65	558	TSS
2821660	-	159	operon_start_site	gap_sense	98	913	0	913	TSS
2821679	+	116	operon_start_site	gap_sense	98	6.8	156	1068	TSS
2822437	+	532	operon_start_site	gap_sense	499	8.74	588	5149	TSS
2824603	-	70	operon_start_site	gene_sense_leadless	81	70.27	10	773	TSS
2824688	+	277	operon_start_site	gene_sense_leadless	294	20.33	143	2928	TSS
2827099	-	129	operon_start_site	gene_sense_leadless	131	9.04	149	1356	TSS
2827167	+	189	operon_start_site	gene_sense_leadless	129	22.63	56	1290	TSS
2829807	+	420	operon_start_site	gene_antisense	333	38.54	86	3353	TSS
2833765	-	452	operon_start_site	gene_sense	297	10.58	293	3111	TSS
2835389	-	441	operon_start_site	gap_sense	761	27.45	260	7164	TSS
2835490	+	179	operon_start_site	gap_sense	243	2.48	1502	3728	TSS
2837680	-	311	operon_start_site	gap_sense	133	19.66	40	806	TSS
2837694	+	540	operon_start_site	gene_sense_leadless	326	45.76	70	3249	TSS
2849508	-	2196	operon_start_site	gap_sense	3468	370.89	83	31155	TSS
2850584	-	762	operon_start_site	gene_sense_leadless	515	12.23	417	5111	TSS
2851101	+	252	operon_start_site	gene_sense_leadless	316	10.22	319	3270	TSS
2854917	-	160	operon_start_site	gene_sense_leadless	124	5.76	240	1387	TSS
2857835	-	155	operon_start_site	gap_sense	48	4.92	107	531	TSS
2859475	-	412	operon_start_site	gene_sense	330	8.12	428	3483	TSS
2860428	-	811	operon_start_site	gene_sense_leadless	501	31.55	153	4858	TSS
2860462	+	717	operon_start_site	gene_sense_leadless	661	5.26	1258	6617	TSS
2864422	-	276	operon_start_site	gene_sense_leadless	215	18.24	110	2025	TSS
2864530	+	114	operon_start_site	gene_sense	49	18.92	25	492	TSS
2868616	+	176	operon_start_site	gene_sense_leadless	135	13.71	100	1385	TSS
2869637	-	387	operon_start_site	gene_sense_leadless	412	29.49	134	3981	TSS
2870350	-	204	operon_start_site	gene_sense	67	6.48	110	719	TSS
2876987	-	1818	operon_start_site	gap_sense	1121	362.61	27	10153	TSS
2877084	+	424	operon_start_site	gene_sense_leadless	179	11.19	174	1959	TSS
2877877	+	636	operon_start_site	gene_sense	523	12.63	434	5493	TSS
2880030	+	93	operon_start_site	gap_sense	73	18.73	39	749	TSS
2880186	-	104	operon_start_site	gene_antisense	50	6.2	80	502	TSS
2881416	+	255	operon_start_site	gap_sense	230	4.86	577	2809	TSS
2882300	+	171	operon_start_site	gene_sense_leadless	155	2.26	1149	2595	TSS
2884441	+	264	operon_start_site	gap_sense	116	22.77	52	1207	TSS
2889804	+	120	operon_start_site	gene_sense	94	21.08	50	1075	TSS
2893823	-	74	operon_start_site	gene_sense	50	1.72	328	567	TSS
2894490	-	52	operon_start_site	gap_sense	32	8.56	38	334	TSS
2894522	+	87	operon_start_site	gene_sense_leadless	33	6.85	53	370	TSS
2897013	-	57	operon_start_site	gene_sense	42	2.21	292	648	TSS
2897032	+	105	operon_start_site	gene_antisense	75	25.69	28	745	TSS
2897835	-	332	operon_start_site	gap_sense	305	13.66	212	2909	TSS
2898816	+	187	operon_start_site	gene_sense_leadless	125	18.12	68	1250	TSS
2900658	-	1264	operon_start_site	gene_sense	1062	499.9	19	9998	TSS
2900928	+	31	operon_start_site	gene_sense_leadless	32	14.61	22	336	TSS
2903623	+	86	operon_start_site	gap_sense	41	1.92	427	820	TSS
2906773	-	361	operon_start_site	gene_sense_leadless	244	30.93	74	2320	TSS
2906872	+	126	operon_start_site	gene_sense	58	20.64	27	578	TSS
2910222	-	297	operon_start_site	gap_sense	121	3.27	457	1498	TSS
2910934	-	668	operon_start_site	gap_sense	438	1.85	4615	8543	TSS
2915783	-	548	operon_start_site	gap_sense	354	1.71	4140	7070	TSS
2916269	-	453	operon_start_site	gap_sense	208	1.68	2795	4703	TSS
2916335	+	540	operon_start_site	gap_sense	423	16.8	251	4233	TSS
2917822	+	1786	operon_start_site	gap_sense	979	12.19	849	10361	TSS
2925424	-	843	operon_start_site	gap_sense	764	6.72	1268	8523	TSS
2925502	+	382	operon_start_site	gene_sense_leadless	449	13.28	338	4502	TSS
2926309	+	230	operon_start_site	gap_sense	160	4.02	487	1962	TSS
2928152	+	64	operon_start_site	gene_sense	49	9.78	53	528	TSS
2930080	+	630	operon_start_site	gene_sense_leadless	424	372.91	10	4102	TSS
2931603	-	930	operon_start_site	gap_sense	672	261.24	20	5486	TSS
2933732	+	135	operon_start_site	gene_antisense	134	37.83	34	1324	TSS
2934096	-	963	operon_start_site	gap_sense	425	3729	0	3729	TSS
2934963	+	374	operon_start_site	gap_sense	470	7.88	616	4861	TSS
2943315	-	178	operon_start_site	gap_sense	177	26.45	65	1746	TSS
2945340	+	180	operon_start_site	gene_sense_leadless	156	17.93	89	1614	TSS
2946325	-	55	operon_start_site	gap_sense	45	4.99	105	529	TSS
2946359	+	36	operon_start_site	gap_sense	8	2.71	41	114	 
2948595	-	135	operon_start_site	gap_sense	110	1024	0	1024	TSS
2948611	+	57	operon_start_site	gap_sense	56	25.33	20	532	TSS
2949549	+	4666	operon_start_site	gap_sense	4595	11.39	4018	45784	TSS
2953040	-	1164	operon_start_site	gap_sense	701	83.44	80	6759	TSS
2954763	-	743	operon_start_site	gap_sense	214	146.29	6	1024	TSS
2955151	+	1129	operon_start_site	gene_sense	998	6.59	1518	10012	TSS
2955529	+	1099	operon_start_site	gap_sense	315	1.47	5880	8630	 
2959259	-	567	operon_start_site	gap_sense	193	2.05	1443	2958	TSS
2959861	-	1639	operon_start_site	gap_sense	621	45.83	130	6004	TSS
2962513	-	186	operon_start_site	gene_antisense	217	36.15	40	1482	TSS
2962966	+	142	operon_start_site	gene_sense	129	3.22	546	1764	TSS
2964335	+	362	operon_start_site	gap_sense	184	10.28	181	1871	TSS
2965905	+	363	operon_start_site	gap_sense	608	9.03	699	6321	TSS
2969634	-	209	operon_start_site	gap_sense	89	7.28	66	488	TSS
2975907	-	290	operon_start_site	gap_sense	131	5.52	264	1464	TSS
2979330	-	684	operon_start_site	gap_sense	486	6.14	420	2584	TSS
2980859	-	57	operon_start_site	gap_sense	35	41	7	328	TSS
2981865	+	282	operon_start_site	gene_sense_leadless	220	13.67	162	2228	TSS
2982575	+	884	operon_start_site	gap_sense	717	10.19	749	7646	TSS
2984714	+	206	operon_start_site	gap_sense	221	2209	0	2209	TSS
2986849	+	65	operon_start_site	gene_sense_leadless	32	19.94	15	319	TSS
2987710	+	217	operon_start_site	gene_sense	178	22.81	77	1779	TSS
2990716	+	473	operon_start_site	gene_sense_leadless	218	4.51	543	2453	TSS
2992642	-	307	operon_start_site	gap_sense	206	29.2	40	1197	TSS
2995073	-	162	operon_start_site	gap_sense	181	48.53	35	1747	TSS
2995125	+	179	operon_start_site	gene_sense_leadless	151	5.17	323	1674	TSS
2996013	+	813	operon_start_site	gap_sense	354	10.5	344	3623	TSS
2999978	-	547	operon_start_site	gene_sense_leadless	520	39.69	120	4802	TSS
3000066	+	116	operon_start_site	gap_sense	70	3.14	292	920	TSS
3005771	-	960	operon_start_site	gap_sense	513	26.56	182	4861	TSS
3009219	-	80	operon_start_site	gene_sense_leadless	47	11.29	40	463	TSS
3009266	+	220	operon_start_site	gap_sense	144	2.34	979	2289	TSS
3011842	-	788	operon_start_site	gap_sense	766	6.75	1242	8387	TSS
3011926	+	24	operon_start_site	gene_sense_leadless	14	1.88	150	284	TSS
3013890	-	365	operon_start_site	gene_sense	218	1.81	2366	4284	TSS
3014162	-	226	operon_start_site	gap_sense	247	21.68	80	1756	TSS
3014183	+	313	operon_start_site	gene_sense_leadless	279	14.48	194	2824	TSS
3015020	-	1401	operon_start_site	gap_sense	245	2.32	1570	3643	TSS
3015213	+	381	operon_start_site	gene_sense_leadless	423	22.84	184	4226	TSS
3016745	-	88	operon_start_site	gene_sense_leadless	103	7.51	139	1051	TSS
3016843	+	222	operon_start_site	gap_sense	158	12.44	129	1617	TSS
3017717	+	2232	operon_start_site	gap_sense	2051	11.29	1922	21709	TSS
3020207	-	149	operon_start_site	gene_sense	281	5.84	525	3074	TSS
3020309	+	527	operon_start_site	gene_antisense	1647	34.81	756	26353	TSS
3021797	-	1770	operon_start_site	gene_sense	1022	23.22	432	10053	TSS
3021867	+	240	operon_start_site	gene_sense	171	6.81	316	2159	TSS
3022443	+	4162	operon_start_site	gap_sense	2539	18.36	1390	25537	TSS
3023560	+	823	operon_start_site	gap_sense	457	3.58	1656	5933	TSS
3025442	+	112	operon_start_site	gap_sense	90	10.42	87	917	TSS
3026344	-	118	operon_start_site	gene_antisense	137	10.69	119	1283	TSS
3027918	+	534	operon_start_site	gene_sense	646	11.05	610	6750	TSS
3030927	-	802	operon_start_site	gap_sense	566	10.08	589	5949	TSS
3031583	-	195	operon_start_site	gap_sense	212	2.03	1906	3867	TSS
3031798	+	1079	operon_start_site	gene_sense_leadless	695	12.81	541	6944	TSS
3034739	+	173	operon_start_site	gene_sense	112	30.14	34	1055	TSS
