TU_name	TU_start_site	TU_end_site	Length	TU_Direction	Coding_start	Coding_end	Include_essential_gene_or_not	Included_gene_number	leaderless_gene_check	included_genes	TSS_peak	TSS_extention_end	elongation_check_start_site	elongation_check_end_site	elongation_check_length	Selected_for_coding_TU_or_not
TU_1802	3331798	3332071	273	+	3331864	3332058	NS	non_leaderless	1	RVBD_2975A	3331798	3332047	3332048	3332071	24	no
TU_1803	3332068	3335758	3690	-	3332081	3335758	ES	leaderless_TSS	4	RVBD_2976c:RVBD_2977c:RVBD_2978c:RVBD_2979c	3335758	3335364	3335363	3332081	3283	selected
TU_1804	3335917	3336796	879	+	3335970	3336515	NS	non_leaderless	1	RVBD_2980	3335917	3336123	3336257	3336515	259	selected
TU_1805	3336615	3337927	1312	-	3336806	3337927	ES	leaderless_TSS	1	RVBD_2981c	3337927	3337519	3337518	3336806	713	selected
TU_1806	3337937	3339009	1072	-	3338005	3339009	NS	leaderless_TSS	1	RVBD_2982c	3339009	3338646	3338645	3338005	641	selected
TU_1807	3339128	3339875	747	+	3339128	3339772	NS	leaderless_TSS	1	RVBD_2983	3339128	3339449	3339450	3339772	323	selected
TU_1808	3339885	3343176	3291	+	3339864	3343128	ES	non_leaderless	2	RVBD_2984:RVBD_2985	3339885	3340121	3340281	3343128	2848	selected
TU_1809	3343138	3343876	738	-	3343186	3343830	ES	non_leaderless	1	RVBD_2986c	3343876	3343218	3343217	3343138	80	selected
TU_1810	3343871	3346156	2285	-	3344043	3346085	ES	non_leaderless	2	RVBD_2987c:RVBD_2988c	3346156	3345691	3345690	3343886	1805	selected
TU_1811	3346157	3346859	702	+	3346157	3346858	NS	leaderless_TSS	1	RVBD_2989	3346157	3346417	3346510	3346858	349	selected
TU_1812	3346868	3347884	1016	-	3346869	3347729	NS	non_leaderless	1	RVBD_2990c	3347884	3347547	3347546	3346869	678	selected
TU_1813	3347992	3348547	555	+	3347992	3348483	NS	leaderless_TSS	1	RVBD_2991	3347992	3348363	3348504	3348547	44	no
TU_1814	3348494	3348723	229	-	3348554	3348740	NS	non_leaderless	2	RVBD_6037:RVBD_6038	3348723	3348524	3348523	3348494	30	no
TU_1815	3348733	3351081	2348	-	3348815	3351003	ES	non_leaderless	2	RVBD_2992c:RVBD_2993c	3351081	3350718	3350717	3348790	1928	selected
TU_1816	3351279	3352458	1179	+	3351279	3352616	NS	leaderless_TSS	1	RVBD_2994	3351279	3351532	3351608	3352616	1009	selected
TU_1817	3352626	3355079	2453	-	3352468	3355079	ES	leaderless_TSS	2	RVBD_2995c:RVBD_2996c	3355079	3354731	3354730	3352468	2263	selected
TU_1818	3355109	3357225	2116	+	3355109	3357286	NS	leaderless_TSS	2	RVBD_2997:RVBD_2998	3355109	3355359	3355650	3357005	1356	selected
TU_1819	3357296	3357438	142	-	3357235	3357438	NS	non_leaderless	1	RVBD_2998A	3357336	3357239	3357238	3357296	-57	no
TU_1820	3357549	3359406	1857	+	3357612	3359281	NS	non_leaderless	2	RVBD_2999:RVBD_3000	3357549	3357799	3357897	3359281	1385	selected
TU_1821	3359291	3363162	3871	-	3359595	3362996	ES	non_leaderless	3	RVBD_3001c:RVBD_3002c:RVBD_3003c	3363162	3362744	3362743	3359595	3149	selected
TU_1822	3363319	3363693	374	+	3363358	3363696	NS	non_leaderless	1	RVBD_3004	3363319	3363581	3363617	3363693	77	no
TU_1823	3363706	3364542	836	-	3363703	3364542	NS	leaderless_TSS	1	RVBD_3005c	3364542	3364065	3364064	3363703	362	selected
TU_1824	3364719	3365836	1117	+	3364719	3365840	ES	leaderless_TSS	1	RVBD_3006	3364719	3364940	3365103	3365342	240	selected
TU_1825	3365850	3366424	574	-	3365846	3366460	NS	non_leaderless	1	RVBD_3007c	3366424	3365947	3365946	3365850	97	no
TU_1826	3366693	3367264	571	+	3366654	3367277	NS	non_leaderless	1	RVBD_3008	3366693	3366921	3367015	3367227	213	no
TU_1827	3367287	3368803	1516	-	3367274	3368803	ES	leaderless_TSS	1	RVBD_3009c	3368803	3368354	3368353	3367274	1080	selected
TU_1828	3368813	3369869	1056	-	3368833	3369864	NS	non_leaderless	1	RVBD_3010c	3369869	3369304	3369303	3368833	471	selected
TU_1829	3369879	3371740	1861	-	3369960	3371740	ES	leaderless_TSS	2	RVBD_3011c:RVBD_3012c	3371740	3371273	3371272	3369960	1313	selected
TU_1830	3371825	3372545	720	+	3371825	3372481	NS	leaderless_TSS	1	RVBD_3013	3371825	3372054	3372222	3372481	260	selected
TU_1831	3372491	3374630	2139	-	3372555	3374630	ES	leaderless_TSS	1	RVBD_3014c	3374630	3374256	3374255	3372555	1701	selected
TU_1832	3374640	3375674	1034	-	3374661	3375674	NS	leaderless_TSS	1	RVBD_3015c	3375674	3375275	3375274	3374661	614	selected
TU_1833	3375755	3376490	735	+	3375768	3376397	NS	non_leaderless	1	RVBD_3016	3375755	3376005	3376139	3376397	259	selected
TU_1834	3376407	3385080	8673	-	3376500	3385077	ES	leaderless_TSS	10	RVBD_3017c:RVBD_3018c:RVBD_3018Bc:RVBD_3019c:RVBD_3020c:RVBD_3021c:RVBD_3022A:RVBD_3023c:RVBD_3024c:RVBD_3025c	3385080	3384617	3384616	3380396	4221	selected
TU_1835	3385090	3388956	3866	-	3385174	3388881	ES	non_leaderless	4	RVBD_3026c:RVBD_3027c:RVBD_3028c:RVBD_3029c	3388956	3388480	3388479	3385174	3306	selected
TU_1836	3389109	3393356	4247	+	3389112	3393212	ES	leaderless_TSS	4	RVBD_3030:RVBD_3031:RVBD_3032:RVBD_3032A	3389109	3389375	3389457	3393212	3756	selected
TU_1837	3393361	3394020	659	+	3393391	3393939	NS	non_leaderless	1	RVBD_3033	3393361	3393764	3393765	3393939	175	no
TU_1838	3393949	3395017	1068	-	3394030	3394932	ES	non_leaderless	1	RVBD_3034c	3394773	3394404	3394403	3394030	374	selected
TU_1839	3395035	3396459	1424	+	3395390	3396472	ES	non_leaderless	1	RVBD_3035	3395035	3395298	3395479	3396472	994	selected
TU_1840	3396482	3397202	720	-	3396469	3397152	NS	non_leaderless	1	RVBD_3036c	3397202	3396904	3396903	3396469	435	selected
TU_1841	3397212	3399424	2212	-	3397225	3399419	ES	non_leaderless	2	RVBD_3037c:RVBD_3038c	3399424	3399069	3399068	3397225	1844	selected
TU_1842	3399434	3401911	2477	-	3399430	3401929	ES	non_leaderless	3	RVBD_3039c:RVBD_3040c:RVBD_3041c	3401911	3401496	3401495	3399853	1643	selected
TU_1843	3401921	3404979	3058	-	3401944	3404932	ES	non_leaderless	2	RVBD_3042c:RVBD_3043c	3404979	3404592	3404591	3401944	2648	selected
TU_1844	3405132	3407315	2183	+	3405147	3407336	NS	non_leaderless	2	RVBD_3044:RVBD_3045	3405132	3405382	3405500	3407336	1837	selected
TU_1845	3407346	3407699	353	-	3407325	3407699	NS	leaderless_TSS	1	RVBD_3046c	3407699	3407409	3407408	3407346	63	no
TU_1846	3407813	3409429	1616	-	3408033	3409389	ES	non_leaderless	2	RVBD_3047c:RVBD_3048c	3409429	3408694	3408693	3408033	661	selected
TU_1847	3409439	3411180	1741	-	3409520	3411094	NS	non_leaderless	1	RVBD_3049c	3411180	3410725	3410724	3409520	1205	selected
TU_1848	3411190	3414946	3756	-	3411228	3414969	ES	non_leaderless	4	RVBD_3050c:RVBD_3051c:RVBD_3052c:RVBD_3053c	3414946	3414632	3414631	3411228	3404	selected
TU_1849	3415317	3416022	705	-	3415432	3415986	NS	non_leaderless	1	RVBD_3054c	3416022	3415583	3415582	3415332	251	selected
TU_1850	3416078	3417786	1708	+	3416078	3417742	NS	leaderless_TSS	2	RVBD_3055:RVBD_3056	3416078	3416310	3416423	3417742	1320	selected
TU_1851	3417752	3419384	1632	-	3417796	3419373	NS	non_leaderless	2	RVBD_3057c:RVBD_3058c	3419384	3418571	3418570	3417796	775	selected
TU_1852	3419463	3421102	1639	+	3419489	3420967	NS	non_leaderless	1	RVBD_3059	3419463	3419673	3419774	3420967	1194	selected
TU_1853	3421451	3423210	1759	-	3421738	3423210	NS	leaderless_TSS	1	RVBD_3060c	3423210	3422863	3422862	3421738	1125	selected
TU_1854	3423220	3425477	2257	-	3423259	3425424	NS	non_leaderless	1	RVBD_3061c	3425477	3425138	3425137	3423259	1879	selected
TU_1855	3425498	3429812	4314	+	3425581	3429516	NS	leaderless_TSS	2	RVBD_3062:RVBD_3063	3425498	3425748	3425831	3429516	3686	selected
TU_1856	3429583	3430247	664	-	3429822	3430247	NS	leaderless_TSS	1	RVBD_3064c	3430247	3430048	3430047	3429822	226	no
TU_1857	3430358	3431827	1469	+	3430384	3431835	NS	non_leaderless	3	RVBD_3065:RVBD_3066:RVBD_3067	3430358	3430643	3430829	3431835	1007	selected
TU_1858	3431845	3433623	1778	-	3431837	3433619	NS	non_leaderless	2	RVBD_6039:RVBD_3068c	3433623	3433195	3433194	3431837	1358	selected
TU_1859	3433658	3435785	2127	+	3433689	3435570	NS	non_leaderless	3	RVBD_3069:RVBD_3070:RVBD_3071	3433658	3433990	3434085	3435570	1486	selected
TU_1860	3435580	3436682	1102	-	3435795	3436682	NS	leaderless_TSS	2	RVBD_3072c:RVBD_3073c	3436682	3435951	3435950	3435795	156	selected
TU_1861	3436776	3438037	1261	+	3436776	3438050	NS	leaderless_TSS	1	RVBD_3074	3436776	3437012	3437183	3438050	868	selected
TU_1862	3438060	3439008	948	-	3438047	3438970	NS	non_leaderless	1	RVBD_3075c	3439008	3438529	3438528	3438047	482	selected
TU_1863	3439087	3440373	1286	+	3439069	3441349	NS	non_leaderless	2	RVBD_3076:RVBD_3077	3439087	3439277	3439472	3440373	902	selected
TU_1864	3440383	3441757	1374	+	3441350	3441751	NS	non_leaderless	1	RVBD_3078	3440383	3440714	3440715	3441751	1037	selected
TU_1865	3441761	3446038	4277	-	3441767	3445985	NS	non_leaderless	2	RVBD_3079c:RVBD_3080c	3446038	3445682	3445681	3441767	3915	selected
TU_1866	3446009	3447391	1382	+	3446037	3447275	NS	non_leaderless	1	RVBD_3081	3446171	3446464	3446541	3447275	735	selected
TU_1867	3447285	3448431	1146	-	3447401	3448423	NS	non_leaderless	1	RVBD_3082c	3448431	3448067	3448066	3447422	645	selected
TU_1868	3448501	3451761	3260	+	3448501	3451747	NS	leaderless_TSS	3	RVBD_3083:RVBD_3084:RVBD_3085	3448501	3448776	3448979	3451747	2769	selected
TU_1869	3451766	3457635	5869	+	3451778	3457269	NS	non_leaderless	4	RVBD_3086:RVBD_3087:RVBD_3088:RVBD_3089	3451766	3452035	3452144	3457269	5126	selected
TU_1870	3458166	3459103	937	+	3458208	3459095	NS	non_leaderless	1	RVBD_3090	3458166	3458525	3458580	3459095	516	selected
TU_1871	3459113	3460801	1688	+	3459113	3460804	NS	leaderless_TSS	1	RVBD_3091	3459113	3459289	3459429	3460062	634	selected
TU_1872	3460814	3461749	935	-	3460811	3461731	NS	non_leaderless	1	RVBD_3092c	3461749	3461414	3461413	3460811	603	selected
TU_1873	3461759	3462909	1150	-	3461757	3462761	NS	non_leaderless	1	RVBD_3093c	3462909	3462605	3462604	3461757	848	selected
TU_1874	3462919	3463919	1000	-	3462758	3463888	NS	non_leaderless	1	RVBD_3094c	3463919	3463529	3463528	3462919	610	selected
TU_1875	3463967	3464534	567	+	3463970	3464446	NS	leaderless_TSS	1	RVBD_3095	3463967	3464231	3464340	3464446	107	no
TU_1876	3464544	3465765	1221	+	3464544	3465683	NS	leaderless_TSS	1	RVBD_3096	3464544	3464701	3464875	3465683	809	selected
TU_1877	3465693	3467659	1966	-	3465775	3467659	NS	non_leaderless	2	RVBD_3097c:RVBD_3098c	3467659	3467410	3467409	3466104	1306	selected
TU_1878	3467409	3467994	585	+	3467409	3467923	NS	leaderless_TSS	2	RVBD_3098B:RVBD_3098A	3467409	3467682	3467778	3467923	146	no
TU_1879	3468371	3469265	894	-	3468410	3469261	NS	non_leaderless	1	RVBD_3099c	3469265	3468793	3468792	3468410	383	selected
TU_1880	3469275	3471373	2098	-	3469298	3471366	ES	non_leaderless	3	RVBD_3100c:RVBD_3101c:RVBD_3102c	3471373	3470858	3470857	3469298	1560	selected
TU_1881	3471383	3473885	2502	-	3471410	3473901	ES	non_leaderless	3	RVBD_3103c:RVBD_3104c:RVBD_3105c	3473885	3473470	3473469	3471410	2060	selected
TU_1882	3473921	3475365	1444	+	3474004	3475374	NS	non_leaderless	1	RVBD_3106	3473921	3474112	3474231	3475374	1144	selected
TU_1883	3475384	3477172	1788	-	3475375	3476958	NS	non_leaderless	1	RVBD_3107c	3477172	3476864	3476863	3475375	1489	selected
TU_1884	3477057	3477353	296	+	3477057	3477497	NS	non_leaderless	1	RVBD_3108	3477057	3477307	3477357	3477353	-3	no
TU_1885	3477363	3482701	5338	+	3477646	3482695	NS	non_leaderless	7	RVBD_3109:RVBD_3110:RVBD_3111:RVBD_3112:RVBD_3113:RVBD_3114:RVBD_3115	3477363	3477613	3477667	3482695	5029	selected
TU_1886	3482706	3488092	5386	+	3482773	3487708	NS	non_leaderless	6	RVBD_3116:RVBD_3117:RVBD_3118:RVBD_3119:RVBD_3120:RVBD_3121	3482706	3482956	3483439	3487708	4270	selected
TU_1887	3488102	3490463	2361	+	3488086	3490372	NS	non_leaderless	3	RVBD_3122:RVBD_3123:RVBD_3124	3488102	3488344	3488578	3490317	1740	selected
TU_1888	3490382	3491779	1397	-	3490473	3491648	NS	non_leaderless	1	RVBD_3125c	3491779	3491441	3491440	3490473	968	selected
TU_1889	3491789	3492119	330	-	3491805	3492119	NS	non_leaderless	1	RVBD_3126c	3492021	3491920	3491919	3491805	115	no
TU_1890	3492132	3494962	2830	+	3492144	3494989	NS	non_leaderless	2	RVBD_3127:RVBD_3129	3492132	3492426	3492711	3494554	1844	selected
TU_1891	3494999	3496405	1406	-	3494972	3496363	NS	non_leaderless	1	RVBD_3130c	3496405	3495920	3495919	3494972	948	selected
TU_1892	3496512	3497516	1004	+	3496548	3497546	NS	non_leaderless	1	RVBD_3131	3496512	3496762	3496951	3497546	596	selected
TU_1893	3497556	3500785	3229	-	3497526	3500746	NS	non_leaderless	3	RVBD_3132c:RVBD_3133c:RVBD_3134c	3500785	3500354	3500353	3497526	2828	selected
TU_1894	3501164	3502932	1768	+	3501331	3502933	NS	non_leaderless	2	RVBD_3135:RVBD_3136	3501164	3501414	3501634	3502933	1300	selected
TU_1895	3502943	3503274	331	-	3502942	3503274	NS	leaderless_TSS	1	RVBD_3136A	3503274	3502979	3502978	3502943	36	no
TU_1896	3503390	3505322	1932	+	3503390	3505280	ES	non_leaderless	2	RVBD_3137:RVBD_3138	3503298	3503555	3503700	3505280	1581	selected
TU_1897	3505327	3508054	2727	+	3505360	3507992	NS	non_leaderless	2	RVBD_3139:RVBD_3140	3505327	3505536	3505672	3507992	2321	selected
TU_1898	3508092	3509105	1013	+	3508092	3509063	NS	leaderless_TSS	1	RVBD_3141	3508092	3508400	3508677	3509063	387	selected
TU_1899	3509073	3509543	470	-	3509115	3509543	NS	leaderless_TSS	1	RVBD_3142c	3509543	3509186	3509185	3509073	113	no
TU_1900	3509651	3510075	424	+	3509651	3510052	NS	leaderless_TSS	1	RVBD_3143	3509651	3509960	3510001	3510075	75	no
TU_1901	3510062	3511384	1322	-	3510085	3511314	NS	non_leaderless	1	RVBD_3144c	3511384	3511017	3511016	3510085	932	selected
TU_1902	3511586	3516511	4925	+	3511679	3516746	NS	non_leaderless	6	RVBD_3145:RVBD_3146:RVBD_3147:RVBD_3148:RVBD_3149:RVBD_3150	3511586	3511836	3512105	3516511	4407	selected
TU_1903	3516521	3520940	4419	+	3516743	3521139	NS	non_leaderless	3	RVBD_3151:RVBD_3152:RVBD_3153	3516521	3516801	3516901	3520940	4040	selected
TU_1904	3520950	3527378	6428	+	3521136	3527382	NS	non_leaderless	5	RVBD_3154:RVBD_3155:RVBD_3156:RVBD_3157:RVBD_3158	3520950	3521168	3521349	3527382	6034	selected
TU_1905	3527392	3531135	3743	-	3527388	3531135	NS	leaderless_TSS	3	RVBD_3159c:RVBD_3160c:RVBD_3161c	3531135	3530530	3530529	3528546	1984	selected
TU_1906	3531145	3533474	2329	-	3531205	3532910	NS	non_leaderless	2	RVBD_3162c:RVBD_3163c	3533474	3533087	3533086	3531205	1882	selected
TU_1907	3533484	3535410	1926	-	3532940	3535348	NS	non_leaderless	3	RVBD_3164c:RVBD_3165c:RVBD_3166c	3535410	3535067	3535066	3533484	1583	selected
TU_1908	3535420	3536058	638	-	3535428	3536054	NS	non_leaderless	1	RVBD_3167c	3536058	3535706	3535705	3535428	278	no
TU_1909	3536061	3539833	3772	+	3536099	3539848	NS	non_leaderless	3	RVBD_3168:RVBD_3169:RVBD_3170	3536061	3536309	3536429	3538348	1920	selected
TU_1910	3539858	3540863	1005	-	3539843	3540742	NS	non_leaderless	1	RVBD_3171c	3540863	3540537	3540536	3539843	694	selected
TU_1911	3540873	3541361	488	-	3540879	3541361	NS	leaderless_TSS	1	RVBD_3172c	3541361	3541022	3541021	3540926	96	no
TU_1912	3541371	3542042	671	-	3541440	3542042	NS	leaderless_TSS	1	RVBD_3173c	3542042	3541655	3541654	3541440	215	no
TU_1913	3542135	3544331	2196	+	3542135	3544344	NS	non_leaderless	2	RVBD_3174:RVBD_3175	3542099	3542349	3542582	3544344	1763	selected
TU_1914	3544354	3545367	1013	-	3544341	3545297	NS	non_leaderless	1	RVBD_3176c	3545367	3545074	3545073	3544341	733	selected
TU_1915	3545444	3549035	3591	+	3545444	3548904	NS	non_leaderless	3	RVBD_3177:RVBD_3178:RVBD_3179	3545444	3545694	3546560	3548904	2345	selected
TU_1916	3548914	3549948	1034	-	3549251	3549685	NS	non_leaderless	1	RVBD_3180c	3549948	3549604	3549603	3549251	353	selected
TU_1917	3549958	3550140	182	-	3549688	3550140	NS	non_leaderless	1	RVBD_3181c	3549948	3549941	3549940	3549688	253	no
TU_1918	3550365	3551268	903	+	3550371	3551041	NS	non_leaderless	2	RVBD_3182:RVBD_3183	3550365	3550590	3550776	3551041	266	selected
TU_1919	3551278	3554260	2982	+	3551278	3554022	NS	leaderless_TSS	4	RVBD_3184:RVBD_3185:RVBD_3186:RVBD_3187	3551278	3551660	3553572	3554022	451	selected
TU_1920	3554265	3555409	1144	+	3554295	3555259	NS	non_leaderless	2	RVBD_3188:RVBD_3189	3554265	3554524	3554671	3555259	589	selected
TU_1921	3555269	3556688	1419	-	3555419	3556684	NS	non_leaderless	1	RVBD_3190c	3556688	3556243	3556242	3555419	824	selected
TU_1922	3556870	3557298	428	+	3556852	3557061	NS	non_leaderless	1	RVBD_3190A	3556870	3557180	3557181	3557298	118	no
TU_1923	3557071	3559447	2376	-	3557308	3559440	NS	non_leaderless	2	RVBD_3191c:RVBD_6040	3559447	3559033	3559032	3557340	1693	selected
TU_1924	3559560	3560161	601	+	3559560	3560021	NS	non_leaderless	1	RVBD_3192	3559568	3559818	3559875	3560021	147	no
TU_1925	3560116	3563214	3098	-	3560191	3563169	NS	non_leaderless	1	RVBD_3193c	3563214	3562674	3562673	3560191	2483	selected
TU_1926	3563224	3564283	1059	-	3563261	3564283	NS	leaderless_TSS	1	RVBD_3194c	3564283	3563812	3563811	3563671	141	selected
TU_1927	3564302	3566683	2381	+	3564361	3566684	NS	non_leaderless	2	RVBD_3195:RVBD_3196	3564302	3564558	3564650	3566684	2035	selected
TU_1928	3566694	3567026	332	-	3566693	3566893	NS	non_leaderless	1	RVBD_3196A	3567026	3566701	3566700	3566694	7	no
TU_1929	3567036	3568388	1352	+	3567021	3568364	NS	non_leaderless	1	RVBD_3197	3567036	3567359	3567429	3568364	936	selected
TU_1930	3568374	3569028	654	-	3568398	3568676	NS	non_leaderless	1	RVBD_3197A	3569028	3568759	3568758	3568398	361	no
TU_1931	3569038	3571208	2170	-	3569106	3571208	ES	leaderless_TSS	1	RVBD_3198c	3571208	3570849	3570848	3569149	1700	selected
TU_1932	3571332	3571589	257	+	3571332	3571586	NS	leaderless_TSS	1	RVBD_3198A	3571332	3571581	3571582	3571589	8	no
TU_1933	3571596	3573708	2112	-	3571599	3573666	NS	non_leaderless	2	RVBD_3199c:RVBD_3200c	3573708	3573379	3573378	3571599	1780	selected
TU_1934	3573718	3580197	6479	-	3573728	3580197	NS	leaderless_TSS	2	RVBD_3201c:RVBD_3202c	3580197	3579854	3579853	3573728	6126	selected
TU_1935	3580238	3581225	987	+	3580283	3581308	NS	non_leaderless	2	RVBD_3202A:RVBD_3203	3580238	3580547	3580617	3581041	425	selected
TU_1936	3581235	3581613	378	+	3581311	3581616	NS	non_leaderless	1	RVBD_3204	3581235	3581416	3581510	3581616	107	no
TU_1937	3581626	3582483	857	-	3581623	3582501	NS	non_leaderless	1	RVBD_3205c	3582483	3582106	3582105	3581623	483	selected
TU_1938	3582493	3583758	1265	-	3582528	3583706	ES	non_leaderless	1	RVBD_3206c	3583758	3583305	3583304	3582528	777	selected
TU_1939	3583768	3584825	1057	-	3583797	3584654	NS	non_leaderless	1	RVBD_3207c	3584825	3584449	3584448	3583797	652	selected
TU_1940	3584935	3585663	728	+	3585000	3585686	NS	non_leaderless	1	RVBD_3208	3584935	3585203	3585312	3585686	375	selected
TU_1941	3585696	3585983	287	-	3585673	3585945	NS	non_leaderless	1	RVBD_3208A	3585983	3585703	3585702	3585696	7	no
TU_1942	3586093	3586830	737	+	3586270	3586830	NS	non_leaderless	1	RVBD_3209	3586093	3586366	3586454	3586830	377	selected
TU_1943	3586840	3587535	695	-	3586840	3587535	NS	leaderless_TSS	1	RVBD_3210c	3587535	3587162	3587161	3586840	322	no
TU_1944	3587605	3590680	3075	+	3587794	3590613	ES	non_leaderless	2	RVBD_3211:RVBD_3212	3587605	3587885	3588067	3590613	2547	selected
TU_1945	3590630	3591566	936	-	3590689	3591489	NS	non_leaderless	1	RVBD_3213c	3591566	3591157	3591156	3590689	468	selected
TU_1946	3591626	3593791	2165	+	3591643	3593849	ES	leaderless_TSS	3	RVBD_3214:RVBD_3215:RVBD_3216	3591626	3591876	3592011	3593849	1839	selected
TU_1947	3593859	3594232	373	-	3593801	3594232	NS	leaderless_TSS	1	RVBD_3217c	3594232	3593935	3593934	3593801	134	no
TU_1948	3594465	3595494	1029	+	3594465	3595430	NS	leaderless_TSS	1	RVBD_3218	3594465	3594694	3594871	3595430	560	selected
TU_1949	3595600	3596021	421	+	3595710	3595964	ES	non_leaderless	1	RVBD_3219	3595600	3596012	3596015	3596021	7	no
TU_1950	3595971	3597831	1860	-	3596026	3597763	NS	non_leaderless	2	RVBD_3220c:RVBD_3221c	3597831	3597428	3597427	3596026	1402	selected
TU_1951	3597826	3599678	1852	-	3598048	3599548	ES	non_leaderless	3	RVBD_3221A:RVBD_3222c:RVBD_3223c	3599678	3599194	3599193	3597841	1353	selected
TU_1952	3599848	3601003	1155	+	3599848	3601016	NS	leaderless_TSS	3	RVBD_3224:RVBD_3224A:RVBD_3224B	3599848	3600091	3600252	3601016	765	selected
TU_1953	3601026	3602437	1411	-	3601013	3602437	NS	leaderless_TSS	1	RVBD_3225c	3602437	3601483	3601482	3601013	470	selected
TU_1954	3602447	3603319	872	-	3602561	3603319	NS	leaderless_TSS	1	RVBD_3226c	3603319	3602881	3602880	3602561	320	selected
TU_1955	3603374	3605738	2364	+	3603374	3605715	ES	leaderless_TSS	2	RVBD_3227:RVBD_3228	3603374	3603645	3603767	3605715	1949	selected
TU_1956	3605725	3607063	1338	-	3605748	3607031	NS	non_leaderless	1	RVBD_3229c	3607063	3606640	3606639	3605748	892	selected
TU_1957	3607073	3608286	1213	-	3607109	3608251	NS	non_leaderless	1	RVBD_3230c	3608286	3607927	3607926	3607109	818	selected
TU_1958	3608296	3609733	1437	-	3608361	3609754	NS	non_leaderless	2	RVBD_3231c:RVBD_3232c	3609733	3609292	3609291	3608361	931	selected
TU_1959	3609743	3611186	1443	-	3609778	3611186	NS	non_leaderless	2	RVBD_3233c:RVBD_3234c	3611230	3610981	3610980	3609976	1005	selected
TU_1960	3611131	3611946	815	+	3611297	3611938	NS	non_leaderless	1	RVBD_3235	3611131	3611381	3611523	3611938	416	selected
TU_1961	3611948	3613600	1652	-	3611956	3613600	NS	leaderless_TSS	2	RVBD_3236c:RVBD_3237c	3613600	3613067	3613066	3612513	554	selected
TU_1962	3613610	3617553	3943	-	3613661	3617600	NS	non_leaderless	2	RVBD_3238c:RVBD_3239c	3617553	3617012	3617011	3616921	91	selected
TU_1963	3617563	3620567	3004	-	3617679	3620528	ES	non_leaderless	1	RVBD_3240c	3620567	3620190	3620189	3617679	2511	selected
TU_1964	3620577	3621462	885	-	3620607	3621251	NS	non_leaderless	1	RVBD_3241c	3621462	3621104	3621103	3620607	497	selected
TU_1965	3621457	3627337	5880	-	3621567	3627346	ES	non_leaderless	5	RVBD_3242c:RVBD_3243c:RVBD_3244c:RVBD_3245c:RVBD_3246c	3627337	3626578	3626577	3621472	5106	selected
TU_1966	3627347	3632020	4673	-	3627416	3631985	ES	non_leaderless	6	RVBD_3247c:RVBD_3248c:RVBD_3249c:RVBD_3250c:RVBD_3251c:RVBD_3252c	3632020	3631570	3631569	3627416	4154	selected
TU_1967	3632030	3633581	1551	-	3632094	3633581	NS	non_leaderless	1	RVBD_3253c	3633604	3633031	3633030	3632094	937	selected
TU_1968	3633636	3635028	1392	+	3633672	3635060	NS	non_leaderless	1	RVBD_3254	3633636	3633886	3634023	3635060	1038	selected
TU_1969	3635070	3638744	3674	-	3635038	3638706	ES	non_leaderless	3	RVBD_3255c:RVBD_3256c:RVBD_3257c	3638744	3638395	3638394	3635038	3357	selected
TU_1970	3638754	3639254	500	-	3638808	3639299	NS	non_leaderless	1	RVBD_3258c	3639254	3638881	3638880	3638754	127	no
TU_1971	3639338	3639859	521	+	3639422	3639841	NS	non_leaderless	1	RVBD_3259	3639338	3639596	3639670	3639841	172	no
TU_1972	3639851	3640373	522	-	3639869	3640138	ES	non_leaderless	1	RVBD_3260c	3640373	3639960	3639959	3639851	109	no
TU_1973	3640540	3644885	4345	+	3640540	3644835	NS	leaderless_TSS	3	RVBD_3261:RVBD_3262:RVBD_3263	3640540	3640863	3640903	3643236	2334	selected
TU_1974	3644845	3646899	2054	-	3644895	3646881	ES	non_leaderless	2	RVBD_3264c:RVBD_3265c	3646899	3646459	3646458	3644895	1564	selected
TU_1975	3646909	3647806	897	-	3646892	3647806	ES	leaderless_TSS	1	RVBD_3266c	3647702	3647398	3647397	3646909	489	selected
TU_1976	3647885	3649455	1570	+	3647882	3649378	NS	leaderless_TSS	1	RVBD_3267	3647885	3648124	3648255	3649378	1124	selected
TU_1977	3649465	3650180	715	+	3649417	3650106	NS	non_leaderless	1	RVBD_3268	3649465	3649702	3649800	3650106	307	selected
TU_1978	3650185	3652666	2481	+	3650231	3652679	NS	non_leaderless	2	RVBD_3269:RVBD_3270	3650185	3650435	3650617	3652679	2063	selected
TU_1979	3652689	3653344	655	-	3652676	3653344	NS	leaderless_TSS	1	RVBD_3271c	3653344	3652959	3652958	3652676	283	no
TU_1980	3653413	3656907	3494	+	3653445	3656928	NS	non_leaderless	2	RVBD_3272:RVBD_3273	3653413	3653669	3653800	3656928	3129	selected
TU_1981	3656938	3658116	1178	-	3656917	3658086	NS	non_leaderless	1	RVBD_3274c	3658116	3657682	3657681	3656917	765	selected
TU_1982	3658126	3659921	1795	-	3658111	3659921	ES	non_leaderless	2	RVBD_3275c:RVBD_3276c	3659912	3659657	3659656	3658126	1531	selected
TU_1983	3659875	3660638	763	+	3659875	3660693	ES	non_leaderless	1	RVBD_3277	3660022	3660204	3660316	3660693	378	selected
TU_1984	3660703	3662009	1306	-	3660648	3662009	ES	leaderless_TSS	2	RVBD_3278c:RVBD_3279c	3662009	3661634	3661633	3660648	986	selected
